"age","annualincome","calldroprate","callfailurerate","customersuspended","education","gender","homeowner","maritalstatus","monthlybilledamount","complaints","unpaidmonths","timetoexpiration","occupation","penaltytoswitch","lastmonthusage","unpaidbalance","usesinternetservice","usesvoiceservice","outsidecalls","totalcallduration","avgcallduration","churn"
57,222136,0.04,0.02,"Yes","High School or below","Female","Yes","Single",82,3,6,81,"Others",469,280,57,"No","No",0.19,1735,347,"1"
51,95771,0.03,0.01,"Yes","Master or equivalent","Female","Yes","Married",111,2,7,55,"Others",191,242,171,"No","No",0.08,4168,694,"0"
18,39076,0.02,0.02,"Yes","High School or below","Male","Yes","Married",87,3,3,79,"Others",26,118,208,"No","No",0.8,7044,880,"0"
27,88100,0.05,0.01,"Yes","High School or below","Male","Yes","Single",64,2,2,41,"Others",164,397,133,"No","No",0.02,2850,712,"0"
68,84456,0.05,0.03,"Yes","High School or below","Male","No","Single",8,3,3,50,"Others",198,37,206,"No","No",0.45,4007,667,"0"
45,170364,0.04,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",94,2,5,94,"Others",74,38,81,"No","No",0.6,4357,1089,"0"
55,1342,0.02,0.02,"Yes","Master or equivalent","Female","Yes","Single",99,3,4,6,"Non-technology Related Job",474,381,238,"Yes","No",0.08,5721,817,"1"
29,30807,0,0.02,"Yes","High School or below","Female","Yes","Single",111,2,1,81,"Others",21,455,59,"No","No",0.33,3497,582,"0"
45,33489,0.01,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",13,0,7,31,"Others",115,257,218,"No","Yes",0.72,1839,459,"1"
76,64522,0.01,0.01,"Yes","PhD or equivalent","Female","Yes","Single",34,2,4,75,"Others",219,484,147,"No","No",0.55,3849,962,"0"
12,143392,0.04,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",17,0,5,62,"Others",14,124,159,"No","No",0.73,5204,743,"0"
44,216449,0.03,0.02,"Yes","High School or below","Female","No","Single",119,2,7,12,"Non-technology Related Job",494,486,119,"No","No",0.88,2366,591,"0"
31,153680,0,0.03,"Yes","High School or below","Female","Yes","Married",92,1,4,76,"Technology Related Job",39,3,222,"No","No",0.61,4254,850,"0"
64,21089,0.04,0.03,"Yes","PhD or equivalent","Female","Yes","Single",24,3,6,26,"Non-technology Related Job",239,121,111,"No","No",0.47,3559,593,"0"
45,65724,0.02,0,"Yes","High School or below","Female","No","Married",86,3,4,90,"Technology Related Job",407,13,187,"No","No",0.65,1779,593,"1"
14,56077,0.01,0,"Yes","High School or below","Female","Yes","Married",35,0,7,52,"Non-technology Related Job",494,117,110,"No","No",0.73,7685,1097,"1"
27,15380,0.05,0.01,"No","High School or below","Male","Yes","Single",11,3,2,97,"Technology Related Job",276,108,75,"No","No",0.85,4104,1026,"1"
57,39475,0,0.03,"Yes","Bachelor or equivalent","Male","Yes","Single",59,3,2,4,"Others",362,407,90,"No","Yes",0.94,1771,442,"0"
43,48383,0.02,0.01,"Yes","High School or below","Male","Yes","Married",25,3,1,1,"Technology Related Job",19,331,144,"No","Yes",0.46,6837,854,"0"
35,143398,0.01,0.02,"Yes","Bachelor or equivalent","Male","Yes","Married",29,2,2,27,"Non-technology Related Job",261,179,58,"No","No",0.81,985,328,"1"
31,169912,0.05,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",32,3,4,50,"Technology Related Job",137,90,113,"No","No",0.05,5726,818,"1"
42,44681,0.07,0,"Yes","Bachelor or equivalent","Female","No","Single",25,0,7,77,"Non-technology Related Job",97,87,56,"No","No",0.9,4117,823,"0"
63,173433,0.07,0.02,"Yes","High School or below","Male","Yes","Single",30,2,3,61,"Others",51,298,244,"No","No",0.08,5764,823,"1"
31,239594,0.05,0.01,"Yes","High School or below","Female","Yes","Married",70,2,4,85,"Others",162,59,246,"No","No",0.84,8384,838,"1"
33,195592,0.07,0.02,"Yes","High School or below","Male","Yes","Single",72,1,3,77,"Non-technology Related Job",440,151,95,"No","No",0.75,4442,634,"0"
26,146339,0.01,0.01,"Yes","Master or equivalent","Female","Yes","Married",48,3,0,26,"Non-technology Related Job",397,454,107,"No","No",0.56,4103,820,"0"
20,218438,0.03,0.01,"Yes","Master or equivalent","Male","Yes","Single",61,3,5,44,"Non-technology Related Job",335,369,37,"No","No",0.8,1254,418,"0"
72,29540,0.04,0,"Yes","High School or below","Male","Yes","Married",70,2,4,91,"Technology Related Job",170,265,128,"No","No",0.27,1127,375,"0"
77,162160,0.06,0.02,"Yes","High School or below","Female","Yes","Single",112,2,0,44,"Technology Related Job",165,143,66,"No","Yes",0.7,245,245,"0"
44,200071,0.04,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",4,3,2,43,"Others",437,84,174,"No","No",0.77,662,662,"1"
58,685,0.01,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",72,3,7,12,"Others",80,456,135,"No","No",0.78,5003,1000,"0"
52,1982,0.03,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",88,2,2,5,"Technology Related Job",126,142,144,"No","No",0.14,3140,448,"0"
78,151697,0.05,0.02,"Yes","High School or below","Male","Yes","Married",41,2,3,9,"Others",445,175,203,"Yes","No",0.77,4176,1044,"1"
24,141169,0,0.03,"Yes","Master or equivalent","Female","No","Married",102,1,2,99,"Non-technology Related Job",64,47,198,"No","No",0.86,3125,520,"1"
21,186590,0.04,0.03,"Yes","High School or below","Male","Yes","Married",21,3,1,3,"Technology Related Job",425,70,72,"No","No",0.97,4153,830,"0"
23,232317,0,0.01,"No","High School or below","Female","Yes","Married",102,1,0,32,"Technology Related Job",224,449,191,"No","No",0.85,3283,820,"0"
22,234887,0.05,0.03,"Yes","High School or below","Male","Yes","Married",90,1,0,31,"Non-technology Related Job",260,209,103,"No","No",0.85,5714,952,"1"
60,132195,0.01,0,"Yes","PhD or equivalent","Male","Yes","Single",113,3,1,50,"Others",285,239,172,"No","No",0.47,968,968,"1"
48,201942,0.03,0.02,"Yes","High School or below","Female","Yes","Married",20,1,5,60,"Technology Related Job",473,369,196,"No","No",0.23,4014,1003,"0"
56,111005,0.04,0,"Yes","PhD or equivalent","Male","Yes","Married",117,0,7,41,"Non-technology Related Job",16,499,237,"No","No",0.07,1639,546,"0"
59,75244,0.07,0.02,"Yes","High School or below","Male","No","Single",67,3,3,83,"Others",21,203,69,"No","No",0.94,4609,768,"0"
61,223578,0.05,0,"Yes","Bachelor or equivalent","Female","Yes","Married",119,3,1,91,"Non-technology Related Job",15,59,39,"No","No",0.31,951,317,"1"
12,163140,0.07,0.01,"Yes","High School or below","Male","Yes","Single",96,3,4,59,"Others",238,86,112,"No","Yes",0.02,6069,867,"1"
28,212576,0.06,0.01,"Yes","High School or below","Male","Yes","Married",102,1,7,55,"Others",165,486,49,"No","No",0.44,2958,591,"0"
44,176637,0.05,0.03,"Yes","Bachelor or equivalent","Male","Yes","Single",82,2,0,16,"Non-technology Related Job",33,42,81,"No","No",0.16,1777,444,"0"
29,241126,0.03,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",92,1,0,86,"Non-technology Related Job",277,162,127,"No","No",0.04,4585,917,"1"
61,98858,0,0.01,"Yes","High School or below","Female","Yes","Single",117,2,0,95,"Others",368,388,112,"No","No",0.69,3129,782,"0"
50,141410,0.02,0,"Yes","High School or below","Female","Yes","Married",0,0,1,72,"Non-technology Related Job",380,18,220,"Yes","Yes",0.78,689,689,"1"
23,144039,0.04,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",52,0,4,3,"Technology Related Job",372,162,44,"No","No",0.77,2367,473,"0"
16,186397,0.05,0.02,"Yes","Master or equivalent","Male","No","Single",81,1,7,82,"Technology Related Job",463,203,236,"Yes","No",0.37,4363,623,"1"
74,78969,0.03,0.03,"Yes","Master or equivalent","Female","Yes","Married",30,3,6,44,"Others",391,387,85,"No","Yes",0.71,5447,778,"1"
31,169912,0.05,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",32,3,4,50,"Technology Related Job",137,90,113,"No","No",0.05,4989,623,"1"
78,183861,0.02,0,"Yes","High School or below","Female","Yes","Single",80,0,1,51,"Non-technology Related Job",369,493,50,"No","No",0.74,2399,479,"0"
47,121856,0.01,0,"Yes","High School or below","Male","Yes","Single",15,2,0,72,"Non-technology Related Job",77,146,185,"No","No",0.99,4848,969,"0"
77,76992,0.06,0,"Yes","Bachelor or equivalent","Female","No","Married",112,1,2,42,"Technology Related Job",45,114,215,"Yes","Yes",0.95,1953,488,"1"
23,214765,0.06,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",30,0,0,50,"Technology Related Job",173,13,34,"No","No",0.94,3022,755,"1"
46,111006,0.06,0.01,"Yes","High School or below","Male","Yes","Single",31,3,4,19,"Technology Related Job",475,221,68,"No","No",0.97,3969,567,"0"
25,4311,0.06,0.02,"Yes","High School or below","Male","Yes","Married",58,0,3,30,"Others",346,430,33,"No","No",0.22,3478,1159,"1"
79,44563,0.03,0.01,"Yes","High School or below","Female","Yes","Single",65,2,0,84,"Technology Related Job",333,268,79,"No","No",0.53,6337,905,"0"
46,182106,0.04,0.01,"Yes","High School or below","Male","No","Single",110,1,1,49,"Others",139,305,174,"No","No",0.76,3135,783,"0"
30,165334,0.04,0,"Yes","Bachelor or equivalent","Female","Yes","Married",37,0,2,19,"Others",493,169,246,"No","No",0.59,5310,758,"1"
30,216872,0.01,0.02,"Yes","High School or below","Female","Yes","Married",52,3,6,75,"Others",278,216,179,"No","Yes",0.24,5608,934,"0"
69,205692,0.01,0,"Yes","High School or below","Female","No","Single",98,1,4,36,"Non-technology Related Job",250,217,221,"No","No",0.12,5109,1277,"1"
40,104338,0.02,0.01,"Yes","Bachelor or equivalent","Female","Yes","Single",50,1,3,58,"Non-technology Related Job",469,261,3,"No","No",0.44,3629,907,"0"
14,12487,0.01,0.02,"Yes","Bachelor or equivalent","Female","No","Married",98,0,7,55,"Others",19,52,51,"No","No",0.73,5163,737,"0"
18,201542,0.03,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",16,2,2,56,"Technology Related Job",178,358,233,"No","No",0.19,5182,740,"0"
26,88084,0.04,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",27,2,3,46,"Others",423,233,185,"No","No",0.79,2859,714,"0"
57,30391,0.01,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",103,1,4,60,"Others",443,2,228,"No","No",0.96,5562,695,"0"
75,213050,0,0.01,"Yes","High School or below","Male","Yes","Married",59,3,0,81,"Technology Related Job",133,430,34,"No","No",0.4,4242,848,"0"
76,168732,0.05,0.03,"Yes","Master or equivalent","Male","Yes","Married",62,0,5,72,"Non-technology Related Job",396,2,1,"Yes","Yes",0.17,5415,773,"0"
37,39704,0.07,0.03,"Yes","High School or below","Male","Yes","Married",52,3,7,48,"Non-technology Related Job",184,270,64,"No","No",0.7,4763,680,"1"
29,67380,0.01,0.03,"Yes","High School or below","Female","Yes","Married",80,2,4,49,"Others",33,490,195,"No","No",0.3,2996,599,"1"
27,69673,0.05,0.01,"Yes","High School or below","Female","No","Single",117,2,2,52,"Technology Related Job",393,283,197,"No","No",0.2,166,166,"0"
48,23489,0,0.02,"Yes","High School or below","Male","No","Married",116,2,1,91,"Non-technology Related Job",368,124,41,"No","No",0.59,3465,577,"0"
29,214360,0.01,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",46,2,5,60,"Others",91,169,2,"No","No",0.72,4546,649,"0"
77,15996,0.05,0.03,"Yes","High School or below","Female","Yes","Single",38,1,0,58,"Non-technology Related Job",479,428,53,"No","No",0.7,2210,736,"0"
61,168709,0.05,0.03,"Yes","High School or below","Female","Yes","Married",100,3,4,35,"Others",448,61,73,"No","Yes",0.95,1336,668,"1"
38,7112,0.03,0,"Yes","High School or below","Female","Yes","Married",35,2,1,99,"Others",270,445,177,"No","No",0.39,3079,513,"0"
17,200650,0.05,0.03,"Yes","PhD or equivalent","Male","No","Single",104,1,3,54,"Non-technology Related Job",215,16,7,"No","No",0.05,5071,845,"1"
52,207201,0,0.03,"Yes","Master or equivalent","Female","Yes","Married",38,0,1,0,"Non-technology Related Job",416,379,174,"No","No",0.1,1453,726,"0"
24,139402,0.05,0.02,"Yes","Master or equivalent","Female","Yes","Single",74,1,3,89,"Others",380,27,193,"No","No",0.82,4106,684,"1"
33,81423,0.07,0.02,"Yes","High School or below","Female","Yes","Single",92,1,3,28,"Non-technology Related Job",123,49,101,"No","No",0.24,2421,484,"1"
14,19951,0.06,0.03,"Yes","High School or below","Male","No","Married",81,2,3,85,"Others",213,253,212,"No","No",0.33,3836,767,"1"
32,87548,0,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",26,0,1,55,"Non-technology Related Job",122,238,47,"Yes","No",0.14,3809,952,"1"
12,232545,0.05,0.03,"Yes","High School or below","Female","Yes","Married",62,2,1,98,"Others",87,89,85,"No","No",0.72,3512,878,"1"
54,89603,0.06,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",111,0,1,40,"Non-technology Related Job",84,4,187,"No","No",0.93,6519,931,"0"
55,155899,0.07,0.03,"Yes","Master or equivalent","Male","Yes","Married",28,1,7,52,"Others",201,249,115,"No","No",0.3,3696,924,"0"
40,126897,0.03,0,"Yes","High School or below","Male","Yes","Married",96,3,5,77,"Others",152,125,68,"No","No",0.15,1072,1072,"0"
12,193163,0.05,0.01,"Yes","High School or below","Male","Yes","Married",5,3,2,8,"Others",115,152,87,"No","No",0.33,4378,625,"0"
52,202194,0,0,"Yes","High School or below","Female","No","Married",63,3,6,63,"Technology Related Job",284,450,17,"No","No",0.3,1285,257,"0"
38,67825,0.06,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",63,1,7,73,"Technology Related Job",306,439,102,"No","No",0.96,7920,1131,"1"
28,238614,0.03,0.02,"Yes","High School or below","Male","No","Married",86,1,7,70,"Technology Related Job",89,116,200,"No","No",0.53,1632,408,"0"
13,233883,0.01,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",111,1,7,1,"Others",281,102,49,"No","No",0.42,3438,859,"1"
50,101598,0.05,0.01,"Yes","Master or equivalent","Male","No","Single",84,0,2,76,"Non-technology Related Job",418,74,183,"No","Yes",0.07,5356,892,"0"
27,101592,0.07,0.02,"Yes","High School or below","Female","Yes","Married",71,2,5,11,"Others",171,19,33,"No","No",0.99,4595,919,"1"
33,32380,0.02,0.01,"Yes","High School or below","Male","Yes","Married",45,2,2,93,"Others",284,385,147,"Yes","No",0.88,5521,690,"0"
71,123199,0.03,0.03,"Yes","Master or equivalent","Female","Yes","Single",75,2,4,41,"Technology Related Job",18,213,49,"No","No",0.77,2475,495,"0"
44,25450,0.05,0.01,"Yes","Master or equivalent","Female","Yes","Single",117,3,6,98,"Technology Related Job",473,234,213,"No","No",0.13,4020,1005,"0"
62,208239,0.05,0.02,"Yes","High School or below","Male","Yes","Single",91,2,0,20,"Non-technology Related Job",379,313,124,"No","No",0,4147,414,"0"
12,243526,0.07,0.03,"Yes","Master or equivalent","Male","Yes","Married",64,0,3,52,"Others",406,165,58,"No","Yes",0.17,2740,685,"0"
34,212470,0.07,0.01,"Yes","Master or equivalent","Male","Yes","Single",80,1,6,70,"Non-technology Related Job",355,498,201,"No","No",0.13,2879,479,"1"
35,30403,0.04,0.02,"Yes","High School or below","Male","No","Married",7,0,6,91,"Others",438,111,27,"No","No",0.11,1094,273,"0"
20,68441,0.07,0,"Yes","High School or below","Male","Yes","Married",90,3,5,34,"Non-technology Related Job",10,259,80,"No","No",0.81,1278,426,"0"
71,134180,0.06,0.02,"No","High School or below","Female","Yes","Married",77,1,6,95,"Others",337,290,22,"No","No",0.22,5713,816,"0"
71,56306,0.06,0.02,"Yes","High School or below","Male","Yes","Single",115,1,0,18,"Technology Related Job",356,257,3,"No","No",0.59,5349,891,"0"
70,108070,0.06,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",58,2,7,62,"Others",45,222,249,"No","Yes",0.19,1272,636,"1"
37,44656,0.04,0.02,"Yes","High School or below","Female","Yes","Single",29,0,2,62,"Technology Related Job",190,424,48,"No","No",0.79,4313,862,"1"
66,48834,0.07,0,"Yes","High School or below","Male","Yes","Single",53,3,6,67,"Others",498,57,32,"No","No",0.11,2655,663,"0"
24,63295,0,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",20,1,3,22,"Others",83,14,179,"No","No",0.23,4300,716,"1"
32,118147,0.05,0.02,"No","High School or below","Male","Yes","Single",89,2,5,6,"Non-technology Related Job",448,125,117,"No","No",0.45,1003,334,"1"
61,137795,0,0.03,"Yes","High School or below","Male","No","Married",38,2,7,83,"Non-technology Related Job",109,154,121,"No","No",0.5,4680,780,"0"
28,158098,0.02,0,"Yes","PhD or equivalent","Male","Yes","Single",101,0,2,77,"Others",204,385,148,"No","No",0.95,6356,908,"1"
43,107068,0.06,0.01,"Yes","High School or below","Male","No","Single",25,2,7,87,"Others",483,60,106,"No","No",0.57,1617,404,"0"
26,112354,0.06,0.03,"Yes","Bachelor or equivalent","Male","No","Single",104,1,4,52,"Non-technology Related Job",163,343,81,"No","No",0.83,1762,587,"1"
32,41447,0,0.03,"Yes","High School or below","Male","Yes","Married",84,0,1,42,"Others",460,126,61,"No","No",0.63,2096,419,"1"
78,102226,0.01,0,"Yes","High School or below","Female","No","Married",15,1,1,68,"Technology Related Job",117,3,209,"No","No",0.07,2386,1193,"0"
48,106516,0.01,0.01,"Yes","Master or equivalent","Female","No","Married",107,0,7,1,"Non-technology Related Job",441,401,20,"No","No",0.68,3720,620,"0"
30,141509,0.01,0.03,"Yes","High School or below","Female","Yes","Married",96,0,0,15,"Technology Related Job",484,229,88,"No","No",0.12,5365,670,"1"
72,50925,0.02,0.02,"Yes","High School or below","Male","Yes","Single",39,1,4,97,"Technology Related Job",360,95,229,"No","No",0.17,5516,1103,"0"
74,140986,0.02,0.01,"Yes","Bachelor or equivalent","Female","No","Single",33,0,5,31,"Technology Related Job",138,66,79,"No","No",0.53,6596,942,"0"
34,92719,0.01,0,"Yes","Master or equivalent","Male","Yes","Married",92,2,0,83,"Non-technology Related Job",456,146,206,"No","No",0.83,2659,886,"0"
17,229036,0,0.02,"Yes","Bachelor or equivalent","Female","No","Single",2,0,0,94,"Non-technology Related Job",126,213,83,"No","No",0.75,2686,895,"0"
14,144056,0.06,0.03,"Yes","Bachelor or equivalent","Female","No","Single",2,3,0,76,"Technology Related Job",73,48,73,"No","No",0.91,4120,686,"1"
35,108722,0.03,0.03,"Yes","High School or below","Male","Yes","Married",105,2,4,68,"Others",150,315,34,"No","No",0.31,7253,906,"0"
24,44851,0,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",36,0,5,38,"Others",69,237,45,"No","No",0.18,2098,1049,"1"
31,72866,0.01,0.01,"Yes","High School or below","Male","No","Married",25,2,5,77,"Non-technology Related Job",381,417,236,"No","No",0.13,6572,821,"0"
16,168845,0.03,0.02,"Yes","Bachelor or equivalent","Female","No","Married",10,0,7,0,"Technology Related Job",413,267,78,"No","No",0.46,3833,547,"0"
14,160734,0.03,0.02,"Yes","Bachelor or equivalent","Male","No","Single",79,0,0,51,"Others",402,306,202,"No","No",0.92,5542,923,"0"
22,248678,0.06,0,"Yes","PhD or equivalent","Male","No","Single",59,3,6,7,"Others",39,187,188,"No","No",0.72,4203,700,"1"
60,7046,0.06,0,"Yes","High School or below","Male","Yes","Married",12,0,7,47,"Others",149,61,205,"No","No",0.52,4102,1025,"0"
76,25438,0,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",59,2,0,91,"Technology Related Job",19,403,84,"No","No",0.07,1113,556,"0"
36,148997,0,0.01,"Yes","PhD or equivalent","Male","No","Single",75,2,1,60,"Non-technology Related Job",85,94,8,"No","No",0.84,4279,1069,"0"
33,5169,0.01,0.02,"Yes","Bachelor or equivalent","Female","No","Single",104,0,7,65,"Others",366,221,33,"No","No",0.99,3054,610,"1"
