zu_zahlender_zins,darlehenssumme,rueckzahldauer,einkommen_monat,haus,oeffentliche_mahnverfahren_10_Jahre,kreditanfrage_6_monate,offene_forderungen,anzahl_kredite,ratio_schulden_zu_einkommen,monatliches_payment,investoren,investment_freunde,ausfall
0.12,2317,36,7083.333333,False,0,0,0,5,0.19,76.96,121,0.0,0
0.3177,4000,36,4500.0,True,1,2,0,8,0.07,173.71,53,0.0,0
0.142,5000,36,2666.666667,False,0,2,0,10,0.51,168.18,138,0.0,0
0.23,10000,36,6049.333333,False,0,0,2,7,0.33,373.86,103,0.0,0
0.092,1000,36,1243.0,True,1,1,0,3,0.04,31.89,26,0.0,0
0.119,15000,60,6000.0,False,0,0,0,10,0.13,332.91,258,0.0,1
0.14,10000,36,4166.666667,False,0,0,2,10,0.18,341.78,223,100.0,0
0.101,6000,12,9571.0,True,0,0,0,13,0.34,0.0,93,0.0,0
0.1459,15000,36,9042.0,True,0,0,0,15,0.26,516.97,1,0.0,0
0.2699,5000,36,2250.0,False,0,0,0,13,0.35,204.1,72,0.0,0
0.0845,12000,36,3559.0,True,0,0,0,15,0.28,378.53,388,0.0,0
0.135,1000,36,2166.666667,False,1,0,0,7,0.27,33.94,20,0.0,0
0.21,4531,36,3966.666667,True,0,2,2,4,0.16,170.71,132,0.0,0
0.275,3500,36,6246.666667,True,0,0,0,7,0.18,143.83,81,0.0,0
0.29,3500,36,8750.0,False,5,2,3,8,0.14,146.67,20,0.0,1
0.2,24000,36,6500.0,False,0,1,0,0,0.14,891.93,228,0.0,1
0.2148,9000,36,4500.0,False,0,0,2,4,0.17,341.3,21,0.0,1
0.2599,5000,36,8333.333333,True,1,4,0,21,0.13,201.43,37,0.0,0
0.14,13500,36,5000.0,False,0,1,0,11,0.27,461.4,218,0.0,0
0.25,3000,36,2375.0,False,0,1,0,5,0.14,119.28,39,0.0,0
0.19,3050,36,4583.333333,False,1,1,0,7,0.09,111.8,39,0.0,1
0.2465,4000,36,3474.166667,False,0,2,0,14,0.34,158.3,66,0.0,0
0.2552,10000,36,3833.333333,True,0,0,0,7,0.35,400.35,1,0.0,0
0.0835,5000,36,5083.333333,True,0,1,0,11,0.19,157.49,123,0.0,0
0.1697,9000,36,3914.0,True,1,11,0,10,0.42,320.74,230,0.0,1
0.2695,1300,36,1044.75,False,0,2,0,1,0.06,53.04,5,0.0,1
0.1225,25000,36,4166.666667,True,0,3,0,8,0.38,833.35,323,0.0,0
0.2599,4500,36,6250.0,True,0,1,1,11,0.18,181.28,53,0.0,0
0.1434,2500,12,4666.666667,True,0,1,0,6,0.25,224.87,45,0.0,0
0.0684,5000,36,2166.666667,True,0,1,0,9,0.14,154.02,245,0.0,0
0.3435,3000,36,4166.666667,True,0,0,0,10,0.27,134.61,64,0.0,0
0.264,2000,36,2666.666667,True,0,0,0,4,0.32,81.01,79,0.0,0
0.2524,5000,36,7500.0,False,0,2,0,7,0.13,199.43,36,0.0,0
0.2199,13000,60,7616.666667,True,0,2,0,13,0.21,358.97,257,0.0,0
0.27,3500,36,8166.666667,True,0,3,2,5,0.22,142.89,53,0.0,1
0.1449,12000,36,11250.0,True,0,0,0,8,0.14,412.99,240,0.0,0
0.1045,4000,36,2318.25,True,0,0,1,8,0.25,129.92,72,0.0,0
0.26,3000,36,4166.666667,False,1,0,7,15,0.24,120.87,72,0.0,0
0.1905,6000,36,3794.166667,True,1,5,0,8,0.2,220.09,176,0.0,0
0.2385,4300,36,4833.333333,False,1,3,0,9,0.14,168.36,67,0.0,0
0.2225,10000,60,4833.333333,True,0,0,0,15,0.37,277.61,1,0.0,0
0.2499,1250,36,3775.0,True,0,3,6,4,0.12,49.69,56,0.0,0
0.3199,4000,36,5.416667,True,2,1,3,5,10.01,174.2,7,0.0,1
0.198,8250,36,4583.333333,False,0,0,0,4,0.46,305.76,152,0.0,0
0.1234,5000,36,4166.666667,False,0,0,0,13,0.15,166.88,198,0.0,0
0.0946,3000,36,3500.0,False,0,1,0,3,0.18,96.04,48,0.0,0
0.2599,4000,36,8750.0,False,0,2,0,10,0.16,161.14,80,0.0,0
0.3199,3300,36,5750.0,True,2,0,13,1,0.15,143.71,28,0.0,1
0.258,7000,36,10416.666667,True,0,4,0,23,0.35,281.29,99,0.0,1
0.2669,5000,12,5566.666667,False,1,6,1,5,0.18,479.33,22,0.0,0
0.3199,5200,36,2920.666667,False,1,1,0,4,0.28,226.45,66,0.0,1
0.13,3500,36,4854.833333,True,0,2,0,7,0.41,117.93,188,0.0,1
0.162,3000,36,6250.0,True,0,1,0,19,0.23,105.77,83,0.0,0
0.3149,6500,36,2750.0,True,0,1,1,3,0.16,281.27,2,0.0,1
0.0649,2000,36,9166.666667,True,0,0,0,14,0.18,61.29,53,0.0,0
0.316,5000,36,4083.333333,False,0,4,0,14,0.49,216.66,88,0.0,1
0.3435,1000,36,2500.0,False,1,0,0,5,0.24,44.87,25,0.0,1
0.1449,5100,36,8333.333333,False,1,0,0,12,0.21,175.52,65,0.0,0
0.1558,2000,36,2500.0,False,1,0,1,5,0.05,69.9,24,0.0,0
0.1849,2000,12,5500.0,False,0,1,2,8,0.44,183.83,26,0.0,0
0.3304,4000,60,5000.0,True,0,1,1,10,0.25,136.98,44,0.0,1
0.1899,12000,36,5641.666667,True,0,0,2,14,0.38,439.81,102,0.0,1
0.1899,2000,36,2000.0,True,0,2,0,13,0.55,73.3,27,0.0,0
0.1835,7500,36,2557.0,True,0,1,0,3,0.2,272.46,229,0.0,1
0.2699,7500,36,2000.0,False,0,0,0,5,0.35,306.15,92,0.0,0
0.2699,7000,36,2916.666667,True,0,0,0,13,0.45,285.74,141,0.0,1
0.23,8100,36,2664.166667,False,0,1,1,9,0.36,313.55,60,0.0,1
0.085,1000,36,5166.666667,True,0,1,0,14,0.27,31.57,30,0.0,0
0.16,7500,36,4708.333333,True,1,3,0,11,0.45,263.68,191,0.0,0
0.222,7000,60,5000.0,True,0,1,0,7,0.23,194.13,15,0.0,1
0.12,4000,36,6016.916667,False,1,2,0,10,0.17,132.86,106,0.0,0
0.2499,15000,60,7083.333333,False,0,1,0,10,0.18,440.18,217,0.0,1
0.12,15000,36,5000.0,True,0,0,0,13,0.41,498.21,270,0.0,1
0.0655,6000,36,3166.666667,True,0,0,0,5,0.08,184.03,93,0.0,0
0.2576,4000,12,3250.0,False,0,2,1,3,0.27,381.65,43,0.0,0
0.1395,1700,36,2666.666667,False,0,1,0,10,0.39,58.06,96,0.0,0
0.0693,1000,36,1666.666667,False,0,1,0,4,0.19,30.85,39,0.0,0
0.18,5000,36,3675.0,False,1,3,0,8,0.2,180.76,117,0.0,1
0.1,11000,36,2833.166667,True,0,1,0,4,0.16,354.94,290,0.0,0
0.0799,2500,36,8416.666667,True,0,4,1,8,0.03,78.33,33,0.0,0
0.059,2000,36,3750.0,False,0,1,0,4,0.14,60.75,93,0.0,0
0.155,4999,36,3382.083333,False,0,1,0,6,0.34,174.52,95,0.0,1
0.1385,15000,36,5000.0,True,0,0,0,18,0.41,511.57,285,0.0,0
0.1355,9000,36,5000.0,True,1,1,0,4,0.2,305.64,174,0.0,0
0.114,7000,36,4333.333333,True,0,0,0,8,0.18,230.5,120,0.0,0
0.3177,2000,36,2800.0,False,0,1,0,9,0.46,86.85,26,0.0,0
0.2699,7000,36,4166.666667,False,0,2,0,4,0.2,285.74,61,0.0,1
0.187,4000,36,3750.0,True,1,2,2,3,0.08,0.0,106,0.0,0
0.1509,10000,36,5833.333333,True,0,0,0,16,0.42,347.09,125,0.0,0
0.2899,4000,36,1344.0,True,0,0,0,19,1.56,167.6,29,0.0,0
0.2589,15000,60,5000.0,True,1,3,0,9,0.29,448.13,152,0.0,1
0.2085,15000,60,10333.333333,False,0,0,0,18,0.31,404.54,18,0.0,0
0.1,3000,36,1534.5,False,0,2,0,10,0.58,96.8,31,0.0,0
0.1975,1500,36,1166.666667,False,3,0,4,6,0.2,55.55,33,100.0,0
0.07,1000,36,2029.333333,False,0,1,0,9,0.06,30.88,63,0.0,0
0.13,8400,36,2200.0,False,0,2,0,4,0.29,264.79,143,0.0,0
0.2346,4000,36,2916.666667,True,0,1,0,8,0.21,155.8,50,0.0,0
0.1694,15001,36,3333.333333,True,0,2,0,9,0.54,287.68,292,0.0,0
0.2699,5000,36,1916.666667,True,1,4,1,4,0.12,204.1,66,0.0,1
0.35,3000,36,11333.333333,True,0,2,0,13,0.21,135.71,57,0.0,1
0.16,25000,36,15000.0,False,1,2,0,13,0.13,878.93,524,0.0,1
0.2694,2000,36,9416.666667,True,0,1,0,13,0.29,81.59,88,0.0,0
0.35,5000,36,2951.083333,False,0,2,3,4,0.13,226.18,31,0.0,1
0.265,4900,36,5416.666667,False,3,2,0,3,0.1,198.73,86,0.0,0
0.072,1000,36,1250.0,False,0,0,0,9,0.4,30.97,52,0.0,0
0.142,3000,36,3033.333333,False,0,2,0,13,0.35,102.82,71,0.0,0
0.1824,7000,36,4333.333333,False,0,0,0,8,0.22,253.91,1,0.0,0
0.235,1000,36,333.333333,False,0,0,0,2,0.19,38.97,16,0.0,1
0.29,9200,36,5121.0,False,0,3,0,9,0.25,385.53,116,150.0,0
0.3177,4000,36,5000.0,True,0,2,3,11,0.26,173.71,7,0.0,1
0.082,3600,12,8166.666667,True,0,4,0,7,0.06,313.49,55,0.0,0
0.18,20000,36,5000.0,True,0,0,0,11,0.31,723.05,752,0.0,0
0.275,5000,36,4000.0,True,1,1,0,9,0.12,205.47,138,0.0,1
0.2148,2000,36,2500.0,False,0,0,0,2,0.1,75.84,14,0.0,0
0.2699,12000,60,8333.333333,True,6,1,5,2,0.08,366.35,155,0.0,1
0.2909,2500,36,4850.0,False,0,0,0,5,0.22,104.89,5,0.0,0
0.1905,5000,36,2250.0,False,0,0,0,14,0.33,183.41,181,0.0,0
0.28,3000,36,3333.333333,False,0,26,0,12,0.24,124.09,49,0.0,1
0.261,11000,60,3333.333333,False,1,5,1,3,0.19,330.0,131,0.0,1
0.287,4000,60,5000.0,True,1,0,2,5,0.1,126.24,69,0.0,0
0.09,2000,36,3000.0,False,0,1,0,8,0.28,28.98,97,0.0,0
0.29,4000,36,2313.0,False,3,4,15,0,0.07,167.62,15,0.0,1
0.1768,15000,36,21000.0,True,0,0,0,10,0.15,539.88,228,0.0,0
0.129,4000,36,3423.333333,False,1,3,12,3,0.19,134.58,25,0.0,0
0.3058,4000,36,7500.0,False,1,2,0,2,0.07,171.08,34,0.0,0
0.29,17500,36,4513.166667,True,0,10,0,14,0.32,733.35,79,0.0,0
0.2639,3800,36,3900.0,True,1,3,0,8,0.22,153.89,59,0.0,0
0.2958,2500,36,3500.0,True,0,2,0,5,0.08,105.55,24,0.0,1
0.104,6500,36,6916.666667,True,0,0,0,12,0.18,210.96,264,0.0,0
0.1945,12200,36,5403.666667,True,1,2,1,13,0.3,430.93,173,0.0,0
0.2049,4600,36,2083.333333,False,0,0,1,7,0.36,172.1,11,0.0,0
0.35,1000,36,4166.666667,False,1,0,10,1,0.01,0.0,8,0.0,0
0.155,3000,36,3750.0,False,0,2,0,2,0.03,104.73,1,0.0,0
0.199,3000,36,3750.0,False,0,0,0,8,0.38,86.42,66,0.0,0
0.115,4999,36,9416.666667,True,0,1,0,8,0.19,164.85,214,0.0,0
0.35,2000,36,2000.0,False,1,5,0,2,0.08,90.47,18,0.0,0
0.35,1200,36,11000.0,True,0,1,2,8,0.13,52.59,27,0.0,0
0.089,5000,36,5250.0,True,0,3,0,12,0.19,158.77,216,0.0,0
0.2699,6000,36,2341.666667,False,2,1,0,13,0.24,244.92,121,0.0,1
0.12,4000,36,2333.333333,False,0,1,0,5,0.22,131.64,115,0.0,0
0.0655,19000,36,10416.666667,False,0,1,0,6,0.07,582.76,461,0.0,0
0.3177,4000,36,3746.0,False,2,1,6,1,0.05,173.71,68,0.0,0
0.239,5000,36,3572.833333,False,0,1,5,10,0.24,195.9,109,0.0,1
0.1325,25000,36,8750.0,True,0,2,0,11,0.19,845.36,804,0.0,1
0.1025,5000,36,4166.666667,True,0,2,0,13,0.15,161.92,64,0.0,0
0.2685,3500,36,2416.666667,False,2,13,11,2,0.12,142.61,66,0.0,1
0.11,4500,36,3291.666667,False,1,2,0,5,0.13,147.32,185,0.0,0
0.2362,1000,36,4166.666667,False,0,3,0,10,0.16,39.03,16,0.0,0
0.2975,8500,36,7500.0,True,0,0,0,9,0.22,357.85,107,0.0,0
0.3177,4000,36,791.666667,False,0,1,0,3,0.38,173.71,28,0.0,1
0.2538,2500,36,4166.666667,False,0,2,0,9,0.19,99.9,70,0.0,0
0.1622,2000,36,0.083333,False,0,3,0,6,10.01,70.53,28,0.0,1
0.1996,5000,36,4583.333333,False,1,0,1,2,0.2,185.72,61,0.0,0
0.138,3500,36,2059.0,False,0,1,0,3,0.07,0.0,46,0.0,1
0.185,3100,36,6833.333333,True,0,0,1,13,0.28,109.25,205,0.0,0
0.3199,4000,36,7083.333333,True,1,1,0,13,0.38,174.2,14,0.0,0
0.24,19500,36,4666.666667,False,0,1,0,7,0.4,0.0,158,2750.0,1
0.1939,19000,36,9875.0,False,0,0,0,9,0.12,700.22,83,0.0,0
0.24,11000,36,7041.666667,True,0,0,0,27,0.52,0.0,123,0.0,1
0.2309,25000,36,14166.666667,True,1,5,0,8,0.16,968.92,184,0.0,1
0.35,5000,36,3250.0,False,0,3,2,3,0.24,226.18,57,0.0,1
0.3125,3000,36,3259.0,False,0,5,0,5,0.43,129.42,28,0.0,1
0.2415,6300,36,8333.333333,True,0,2,0,14,0.29,247.66,207,0.0,1
0.19,15000,36,5250.0,True,0,3,0,8,0.34,549.84,303,0.0,1
0.231,15000,36,6250.0,True,0,1,0,9,0.26,581.43,1,0.0,0
0.094,17000,36,9333.333333,True,0,0,0,13,0.22,543.77,625,0.0,0
0.148,10000,36,6875.0,True,0,3,0,23,0.55,345.67,313,0.0,1
0.3495,2500,36,4666.666667,True,2,2,0,7,0.28,113.02,45,0.0,0
0.2489,10000,60,4458.333333,True,0,0,0,8,0.27,292.87,24,0.0,0
0.132,25000,36,6250.0,True,0,16,0,4,0.19,844.76,362,0.0,1
0.0799,25000,36,7083.333333,False,0,0,0,5,0.12,783.29,551,0.0,0
0.24,3500,36,2875.0,False,0,3,2,3,0.32,137.31,42,0.0,1
0.073,2500,36,6666.666667,True,0,0,0,12,0.08,77.54,68,0.0,0
0.2786,4000,36,2209.0,False,1,1,0,12,0.49,165.15,1,0.0,0
0.2139,15500,60,6833.333333,True,0,0,1,6,0.17,422.73,65,0.0,0
0.2324,4000,36,6250.0,False,0,1,0,8,0.22,155.34,4,0.0,0
0.0925,9000,36,4166.666667,True,0,5,0,10,0.17,287.25,219,0.0,1
0.3199,4000,36,1750.0,False,0,2,0,6,0.5,174.2,25,0.0,1
0.16,7500,36,4583.333333,False,0,0,0,8,0.35,263.68,215,0.0,0
0.081,5000,36,2666.666667,False,0,3,0,4,0.15,156.91,218,0.0,0
0.2099,8500,36,2600.0,True,0,0,0,8,0.28,320.19,49,0.0,1
0.1625,6001,36,3250.0,False,0,1,0,8,0.54,211.72,152,0.0,0
0.1576,2000,12,5500.0,False,0,1,0,5,0.08,181.23,9,0.0,0
0.21,1000,36,2766.666667,True,0,1,0,7,0.23,37.68,17,0.0,1
0.2355,13000,36,3750.0,True,0,0,0,10,0.41,506.96,291,0.0,0
0.059,2500,36,50000.0,True,0,1,0,11,0.06,75.94,56,0.0,0
0.1947,5000,36,12083.333333,False,0,2,0,8,0.12,184.47,139,0.0,0
0.1485,3000,36,3825.0,True,0,1,0,17,0.29,103.78,85,0.0,0
0.3129,1000,36,3500.0,False,0,5,1,5,0.11,43.16,28,0.0,1
0.143,7500,36,3750.0,False,0,1,0,2,0.09,257.43,201,0.0,0
0.1899,12000,36,7416.666667,True,0,1,0,12,0.33,439.81,185,0.0,0
0.0839,15000,36,45833.333333,True,0,1,0,12,0.05,472.75,105,0.0,0
0.35,1500,36,5083.333333,True,0,2,1,12,0.2,67.85,22,0.0,0
0.111,20000,36,7916.666667,False,0,1,0,9,0.22,655.72,73,0.0,0
0.1205,5000,36,1666.666667,False,0,1,0,5,0.51,166.19,49,0.0,0
0.17,1000,36,2916.666667,False,0,2,1,10,0.38,35.65,36,0.0,0
0.3177,2000,36,1666.666667,True,0,2,0,4,0.1,86.85,1,0.0,0
0.2999,3000,36,4500.0,False,0,2,1,11,0.24,127.34,49,0.0,0
0.1271,16000,60,2333.333333,False,0,0,0,5,0.25,361.68,181,0.0,1
0.1075,3000,36,3750.0,True,0,1,0,8,0.17,97.86,98,0.0,1
0.2045,7223,36,7437.5,False,1,4,0,9,0.19,263.83,126,0.0,0
0.2916,4000,60,3000.0,False,1,0,2,10,0.42,127.36,36,0.0,1
0.1994,16000,36,2333.333333,False,0,0,0,2,0.4,594.13,241,0.0,1
0.1982,15000,60,4000.0,True,0,2,0,18,0.41,395.91,198,0.0,0
0.3099,5000,36,3333.333333,True,0,3,2,13,0.28,214.98,11,0.0,1
0.112,4000,36,2000.0,True,0,1,0,3,0.19,131.33,113,0.0,0
0.3199,4000,36,1630.416667,False,0,0,1,5,0.55,174.2,80,0.0,1
0.216,5200,36,3123.75,True,1,14,4,7,0.44,197.52,131,0.0,1
0.1354,14500,36,8333.333333,True,0,2,0,14,0.15,492.34,252,0.0,0
0.14,10615,36,1250.0,False,0,0,0,3,0.6,362.8,4,0.0,0
0.071,4500,36,5000.0,True,0,0,0,11,0.22,139.15,141,0.0,0
0.155,11000,36,9583.333333,False,1,2,0,8,0.13,384.02,1,0.0,0
0.2774,10000,36,3383.333333,False,0,3,0,15,0.37,412.23,1,0.0,0
0.3177,2500,36,2916.666667,True,1,3,2,5,0.18,108.57,44,0.0,0
0.1559,8000,36,8416.666667,True,0,2,0,7,0.17,279.64,2,0.0,0
0.3177,2500,36,4583.333333,False,0,6,0,13,0.24,108.57,1,0.0,1
0.248,2900,36,2791.666667,False,0,3,2,7,0.44,115.0,100,0.0,1
0.3177,4000,36,18333.333333,True,0,2,0,18,0.27,173.71,65,0.0,0
0.2712,4000,36,3916.666667,True,1,4,0,6,0.13,163.56,80,0.0,0
0.24,4000,36,6166.666667,True,0,4,0,11,0.25,156.93,26,0.0,0
0.1177,7500,36,3958.333333,True,1,1,0,5,0.24,248.28,225,0.0,0
0.2389,8500,36,3333.333333,True,0,1,3,13,0.28,332.99,128,0.0,1
0.28,1500,36,2398.5,False,0,1,0,12,0.27,62.05,53,0.0,1
0.115,5000,36,1833.333333,False,0,0,0,6,0.15,150.73,192,0.0,0
0.0939,5000,36,2166.666667,True,0,4,0,6,0.09,159.91,171,0.0,0
0.2499,3600,36,3891.666667,False,2,0,0,2,0.06,143.12,32,0.0,0
0.35,4000,36,5666.666667,False,0,9,0,6,0.15,180.94,112,0.0,1
0.095,6000,36,4583.333333,True,0,0,0,8,0.11,192.2,216,0.0,0
0.1364,23000,60,6000.0,True,0,0,0,9,0.18,530.89,118,0.0,0
0.0655,9000,36,3500.0,True,0,0,0,9,0.14,276.05,182,0.0,0
0.35,1000,36,3233.333333,True,0,0,0,9,0.14,45.24,25,0.0,1
0.268,14900,36,14130.0,True,0,0,0,12,0.29,606.7,178,0.0,0
0.1396,15000,60,3000.0,False,0,0,0,8,0.29,348.71,119,0.0,1
0.29,2040,36,3750.0,False,4,3,5,6,0.12,85.49,12,0.0,1
0.287,7000,60,7916.666667,True,0,4,0,16,0.09,220.92,13,0.0,1
0.2359,12000,60,5583.333333,False,0,1,0,11,0.19,342.37,1,0.0,0
0.275,3000,36,6250.0,False,1,3,0,3,0.17,123.28,68,0.0,0
0.1829,7500,36,12083.333333,False,0,0,1,9,0.17,272.24,35,0.0,0
0.2,1000,36,4250.0,False,0,0,2,5,0.03,37.16,98,0.0,0
0.2205,1000,36,2669.0,True,1,0,1,4,0.26,38.22,24,0.0,0
0.1475,15000,36,7916.666667,True,0,2,0,8,0.09,518.15,270,0.0,0
0.21,1100,36,3775.0,False,0,1,6,4,0.12,41.44,56,0.0,0
0.175,2000,36,2416.666667,False,1,4,1,0,0.07,71.8,96,50.0,0
0.2304,9000,60,2750.0,True,0,0,0,21,0.34,253.92,7,0.0,0
0.3177,4000,36,2497.583333,True,0,2,0,5,0.31,173.71,6,0.0,1
0.2639,2000,36,3416.666667,False,0,0,0,3,0.05,81.0,3,0.0,0
0.22,12900,36,5500.0,True,0,2,0,13,0.3,492.66,133,0.0,1
0.18,2000,36,5646.666667,True,0,7,1,16,0.39,72.3,23,0.0,1
0.3149,2500,36,2426.666667,False,1,1,0,3,0.23,108.18,13,0.0,1
0.35,5000,36,10741.666667,True,0,8,0,12,0.11,226.18,144,0.0,1
0.3177,4000,36,2773.333333,True,1,1,0,3,0.19,173.71,11,0.0,1
0.2489,15000,60,4000.0,False,0,1,0,5,0.48,439.3,210,0.0,0
0.1949,4000,36,5400.0,False,0,4,1,3,0.09,147.62,76,0.0,1
0.155,8000,36,1333.333333,False,0,1,0,6,0.68,279.29,141,0.0,1
0.2521,3000,36,10208.333333,False,0,0,0,10,0.22,119.61,74,0.0,0
0.1115,5000,36,4208.333333,True,0,0,0,6,0.15,164.05,244,0.0,0
0.127,2000,36,2083.333333,False,0,0,0,2,0.07,67.1,10,0.0,0
0.1138,1500,36,4000.0,False,0,0,0,6,0.07,0.0,44,0.0,0
0.084,10000,36,7583.333333,True,0,0,0,6,0.13,315.21,400,0.0,0
0.14,12500,36,22916.666667,True,0,1,0,9,0.17,427.22,259,0.0,1
0.3127,4000,36,4500.0,True,0,1,0,12,0.39,172.6,1,0.0,0
0.2468,10000,60,2750.0,False,2,1,0,5,0.25,291.64,124,0.0,0
0.0751,4000,36,32500.0,True,0,0,0,15,0.1,124.44,109,0.0,0
0.29,1100,36,1760.0,False,0,10,3,5,0.56,46.1,8,0.0,1
0.143,7500,36,3333.333333,False,0,0,0,6,0.23,257.43,250,0.0,0
0.15,15000,36,10833.333333,True,0,8,0,16,0.21,519.98,149,0.0,1
0.1778,2500,36,4166.666667,False,3,8,0,2,0.03,90.11,29,2500.0,0
0.35,2500,36,4583.333333,False,2,4,2,9,0.28,113.09,6,0.0,1
0.29,4000,36,3000.0,False,3,2,20,0,0.06,167.62,50,0.0,1
0.1085,16000,60,9000.0,True,0,3,0,5,0.08,346.68,293,0.0,0
0.149,6000,36,7083.333333,True,0,0,0,14,0.35,207.7,134,0.0,0
0.2,25000,36,8333.333333,False,1,4,1,8,0.15,929.09,222,0.0,1
0.121,3021,36,3583.333333,True,0,0,0,11,0.16,98.81,153,0.0,0
0.2599,10000,36,4653.666667,True,0,2,0,9,0.22,402.85,66,0.0,1
0.165,3500,36,3764.833333,False,0,0,4,5,0.09,123.92,71,0.0,1
0.21,3000,36,3333.333333,False,1,9,4,6,0.15,113.03,122,0.0,0
0.0745,5000,36,6416.666667,False,0,0,0,19,0.13,155.42,159,0.0,0
0.16,1500,36,4416.666667,True,2,4,0,17,0.36,52.74,76,0.0,0
0.3199,3000,36,1500.0,False,0,1,0,3,0.3,130.65,42,0.0,0
0.3434,2750,36,2083.333333,False,0,2,3,8,0.54,123.37,23,0.0,1
0.2338,10000,36,4523.333333,True,1,8,4,6,0.24,389.08,184,0.0,1
0.2039,12500,60,4666.666667,False,2,2,0,4,0.12,333.89,243,0.0,0
0.225,9000,36,2500.0,False,1,1,0,4,0.47,346.05,100,0.0,1
0.165,2000,36,5000.0,False,0,4,0,24,0.3,70.81,51,50.0,0
0.1335,1000,36,666.666667,False,0,1,0,4,0.13,33.86,53,0.0,0
0.08,9900,36,6833.333333,False,0,1,0,6,0.27,310.23,197,0.0,0
0.1419,12800,60,8583.333333,True,0,1,0,27,0.32,299.1,1,0.0,0
0.2148,4000,36,7916.666667,True,0,2,0,10,0.22,151.69,11,0.0,0
0.2178,3000,36,12500.0,True,0,2,0,19,0.12,41.36,45,0.0,0
0.0895,9500,36,7666.666667,True,0,5,0,14,0.12,301.88,219,0.0,0
0.295,2000,36,5166.666667,True,0,1,0,7,0.14,84.36,23,0.0,0
0.115,1500,36,2500.0,False,0,2,0,2,0.02,49.46,16,0.0,1
0.13,9500,36,4250.0,True,0,5,0,8,0.15,320.09,152,0.0,0
0.1224,3000,12,9500.0,False,0,1,0,5,0.08,0.0,70,0.0,0
0.155,1500,36,4500.0,False,0,1,0,6,0.08,52.37,48,0.0,0
0.2489,5300,60,389.166667,False,0,0,0,3,0.77,155.22,100,0.0,1
0.0735,5300,12,10000.0,True,0,2,0,4,0.06,459.45,120,0.0,0
0.2324,2000,36,3750.0,True,1,4,0,9,0.28,77.67,39,0.0,0
0.115,6000,36,3333.333333,False,0,0,1,3,0.14,197.86,82,0.0,0
0.0964,4500,36,7916.666667,True,0,1,0,10,0.18,144.44,75,0.0,0
0.3304,4000,60,6666.666667,False,0,3,0,8,0.23,136.98,57,0.0,0
0.23,8500,36,7525.0,True,0,3,2,14,0.51,329.03,98,0.0,1
0.24,3001,36,4125.0,True,1,16,0,5,0.29,117.74,33,0.0,0
0.2747,5000,36,3591.666667,False,0,2,0,21,0.41,205.39,94,0.0,1
0.1847,25000,60,6666.666667,True,0,0,0,12,0.25,641.24,373,0.0,0
0.1449,4000,36,4333.333333,True,0,1,4,8,0.28,137.66,160,0.0,0
0.17,25000,36,9396.0,True,0,3,0,11,0.33,891.32,538,0.0,0
0.21,25000,36,58616.666667,True,0,33,0,14,0.05,941.88,236,0.0,1
0.11,5000,36,1250.0,False,0,0,0,1,0.37,163.69,40,0.0,0
0.2511,5000,36,5833.333333,False,0,0,0,12,0.2,199.09,3,0.0,0
0.35,3000,36,5000.0,True,0,5,1,25,0.61,135.71,23,0.0,1
0.0825,3000,36,3750.0,True,0,1,0,9,0.1,94.36,95,0.0,0
0.3,2000,36,1906.666667,True,0,0,7,2,0.17,84.9,52,0.0,0
0.17,6500,36,10000.0,True,0,7,0,7,0.05,231.74,213,0.0,0
0.1034,17000,36,10833.333333,False,0,1,0,8,0.17,551.26,285,0.0,0
0.2839,4000,36,6833.333333,True,0,2,0,15,0.46,166.3,60,0.0,1
0.3315,2500,36,2233.333333,False,1,3,0,3,0.12,110.49,20,0.0,0
0.3177,2000,36,5.833333,True,0,1,0,12,10.01,86.85,37,0.0,0
0.0655,3200,36,5166.666667,True,0,0,0,7,0.14,98.15,69,0.0,0
0.1045,7300,36,1500.0,False,0,0,0,2,0.2,237.1,183,0.0,1
0.071,3000,36,5416.666667,True,0,0,0,17,0.33,0.0,84,0.0,0
0.2699,15000,36,30000.0,True,0,1,0,8,0.09,612.3,144,0.0,0
0.2,10095,36,3665.166667,True,0,7,1,20,0.38,375.17,285,0.0,1
0.155,5000,36,4900.0,False,0,1,0,9,0.12,174.55,87,0.0,0
0.2024,11000,60,4426.416667,False,0,0,0,28,0.25,292.9,103,0.0,0
0.24,6500,36,2633.333333,True,0,0,0,7,0.21,255.01,67,0.0,0
0.135,10000,36,3308.333333,True,0,0,0,8,0.21,339.35,197,0.0,0
0.2749,1700,36,3750.0,True,0,2,0,7,0.11,69.85,17,0.0,0
0.2287,3340,36,5632.333333,True,0,5,0,11,0.25,129.06,38,0.0,0
0.0935,8000,36,5406.75,False,0,0,0,10,0.23,255.7,317,0.0,0
0.27,4750,36,2666.666667,False,1,5,1,4,0.41,193.92,65,0.0,1
0.1395,12000,36,3000.0,True,0,0,0,14,0.33,409.84,266,0.0,1
0.3077,1800,36,5000.0,False,0,0,0,12,0.35,77.17,43,0.0,1
0.35,1500,36,2666.666667,False,1,5,8,1,0.03,67.85,17,0.0,1
0.111,7550,36,6263.0,True,0,1,0,17,0.1,247.54,199,0.0,0
0.1414,10000,36,8583.333333,True,1,3,0,16,0.18,342.46,68,0.0,0
0.14,10000,36,10333.333333,True,0,1,0,29,0.32,341.78,98,0.0,1
