,age,annualincome,calldroprate,callfailurerate,monthlybilledamount,complaints,unpaidmonths,timetoexpiration,penaltytoswitch,lastmonthusage,unpaidbalance,outsidecalls,totalcallduration,avgcallduration,churn,customersuspended_Yes,education_High School or below,education_Master or equivalent,education_PhD or equivalent,gender_Male,homeowner_Yes,maritalstatus_Single,occupation_Others,occupation_Technology Related Job,usesinternetservice_Yes,usesvoiceservice_Yes
219,22,234887,0.05,0.03,90,1,0,31,260,209,103,0.85,5714,952,1,1,1,0,0,1,1,0,0,0,0,0
220,60,132195,0.01,0.0,113,3,1,50,285,239,172,0.47,968,968,1,1,0,0,1,1,1,1,1,0,0,0
221,48,201942,0.03,0.02,20,1,5,60,473,369,196,0.23,4014,1003,0,1,1,0,0,0,1,0,0,1,0,0
222,56,111005,0.04,0.0,117,0,7,41,16,499,237,0.07,1639,546,0,1,0,0,1,1,1,0,0,0,0,0
223,59,75244,0.07,0.02,67,3,3,83,21,203,69,0.94,4609,768,0,1,1,0,0,1,0,1,1,0,0,0
224,61,223578,0.05,0.0,119,3,1,91,15,59,39,0.31,951,317,1,1,0,0,0,0,1,0,0,0,0,0
225,12,163140,0.07,0.01,96,3,4,59,238,86,112,0.02,6069,867,1,1,1,0,0,1,1,1,1,0,0,1
226,28,212576,0.06,0.01,102,1,7,55,165,486,49,0.44,2958,591,0,1,1,0,0,1,1,0,1,0,0,0
227,44,176637,0.05,0.03,82,2,0,16,33,42,81,0.16,1777,444,0,1,0,0,0,1,1,1,0,0,0,0
228,29,241126,0.03,0.03,92,1,0,86,277,162,127,0.04,4585,917,1,1,0,0,0,0,1,1,0,0,0,0
229,61,98858,0.0,0.01,117,2,0,95,368,388,112,0.69,3129,782,0,1,1,0,0,0,1,1,1,0,0,0
230,50,141410,0.02,0.0,0,0,1,72,380,18,220,0.78,689,689,1,1,1,0,0,0,1,0,0,0,1,1
231,23,144039,0.04,0.02,52,0,4,3,372,162,44,0.77,2367,473,0,1,0,0,0,1,1,1,0,1,0,0
232,16,186397,0.05,0.02,81,1,7,82,463,203,236,0.37,4363,623,1,1,0,1,0,1,0,1,0,1,1,0
233,74,78969,0.03,0.03,30,3,6,44,391,387,85,0.71,5447,778,1,1,0,1,0,0,1,0,1,0,0,1
234,31,169912,0.05,0.02,32,3,4,50,137,90,113,0.05,4989,623,1,1,0,0,0,0,1,1,0,1,0,0
235,78,183861,0.02,0.0,80,0,1,51,369,493,50,0.74,2399,479,0,1,1,0,0,0,1,1,0,0,0,0
236,47,121856,0.01,0.0,15,2,0,72,77,146,185,0.99,4848,969,0,1,1,0,0,1,1,1,0,0,0,0
237,77,76992,0.06,0.0,112,1,2,42,45,114,215,0.95,1953,488,1,1,0,0,0,0,0,0,0,1,1,1
238,23,214765,0.06,0.01,30,0,0,50,173,13,34,0.94,3022,755,1,1,0,0,0,1,1,1,0,1,0,0
239,46,111006,0.06,0.01,31,3,4,19,475,221,68,0.97,3969,567,0,1,1,0,0,1,1,1,0,1,0,0
240,25,4311,0.06,0.02,58,0,3,30,346,430,33,0.22,3478,1159,1,1,1,0,0,1,1,0,1,0,0,0
241,79,44563,0.03,0.01,65,2,0,84,333,268,79,0.53,6337,905,0,1,1,0,0,0,1,1,0,1,0,0
242,46,182106,0.04,0.01,110,1,1,49,139,305,174,0.76,3135,783,0,1,1,0,0,1,0,1,1,0,0,0
243,30,165334,0.04,0.0,37,0,2,19,493,169,246,0.59,5310,758,1,1,0,0,0,0,1,0,1,0,0,0
244,30,216872,0.01,0.02,52,3,6,75,278,216,179,0.24,5608,934,0,1,1,0,0,0,1,0,1,0,0,1
245,69,205692,0.01,0.0,98,1,4,36,250,217,221,0.12,5109,1277,1,1,1,0,0,0,0,1,0,0,0,0
246,40,104338,0.02,0.01,50,1,3,58,469,261,3,0.44,3629,907,0,1,0,0,0,0,1,1,0,0,0,0
247,14,12487,0.01,0.02,98,0,7,55,19,52,51,0.73,5163,737,0,1,0,0,0,0,0,0,1,0,0,0
248,18,201542,0.03,0.03,16,2,2,56,178,358,233,0.19,5182,740,0,1,0,0,0,0,1,0,0,1,0,0
249,26,88084,0.04,0.02,27,2,3,46,423,233,185,0.79,2859,714,0,1,0,0,0,0,1,1,1,0,0,0
250,57,30391,0.01,0.01,103,1,4,60,443,2,228,0.96,5562,695,0,1,0,0,0,0,1,0,1,0,0,0
251,75,213050,0.0,0.01,59,3,0,81,133,430,34,0.4,4242,848,0,1,1,0,0,1,1,0,0,1,0,0
252,76,168732,0.05,0.03,62,0,5,72,396,2,1,0.17,5415,773,0,1,0,1,0,1,1,0,0,0,1,1
253,37,39704,0.07,0.03,52,3,7,48,184,270,64,0.7,4763,680,1,1,1,0,0,1,1,0,0,0,0,0
254,29,67380,0.01,0.03,80,2,4,49,33,490,195,0.3,2996,599,1,1,1,0,0,0,1,0,1,0,0,0
255,27,69673,0.05,0.01,117,2,2,52,393,283,197,0.2,166,166,0,1,1,0,0,0,0,1,0,1,0,0
256,48,23489,0.0,0.02,116,2,1,91,368,124,41,0.59,3465,577,0,1,1,0,0,1,0,0,0,0,0,0
257,29,214360,0.01,0.01,46,2,5,60,91,169,2,0.72,4546,649,0,1,0,0,0,0,1,0,1,0,0,0
258,77,15996,0.05,0.03,38,1,0,58,479,428,53,0.7,2210,736,0,1,1,0,0,0,1,1,0,0,0,0
259,61,168709,0.05,0.03,100,3,4,35,448,61,73,0.95,1336,668,1,1,1,0,0,0,1,0,1,0,0,1
260,38,7112,0.03,0.0,35,2,1,99,270,445,177,0.39,3079,513,0,1,1,0,0,0,1,0,1,0,0,0
261,17,200650,0.05,0.03,104,1,3,54,215,16,7,0.05,5071,845,1,1,0,0,1,1,0,1,0,0,0,0
262,52,207201,0.0,0.03,38,0,1,0,416,379,174,0.1,1453,726,0,1,0,1,0,0,1,0,0,0,0,0
263,24,139402,0.05,0.02,74,1,3,89,380,27,193,0.82,4106,684,1,1,0,1,0,0,1,1,1,0,0,0
264,33,81423,0.07,0.02,92,1,3,28,123,49,101,0.24,2421,484,1,1,1,0,0,0,1,1,0,0,0,0
265,14,19951,0.06,0.03,81,2,3,85,213,253,212,0.33,3836,767,1,1,1,0,0,1,0,0,1,0,0,0
266,32,87548,0.0,0.02,26,0,1,55,122,238,47,0.14,3809,952,1,1,0,0,0,0,1,0,0,0,1,0
267,12,232545,0.05,0.03,62,2,1,98,87,89,85,0.72,3512,878,1,1,1,0,0,0,1,0,1,0,0,0
268,54,89603,0.06,0.02,111,0,1,40,84,4,187,0.93,6519,931,0,1,0,0,0,0,1,1,0,0,0,0
269,55,155899,0.07,0.03,28,1,7,52,201,249,115,0.3,3696,924,0,1,0,1,0,1,1,0,1,0,0,0
270,40,126897,0.03,0.0,96,3,5,77,152,125,68,0.15,1072,1072,0,1,1,0,0,1,1,0,1,0,0,0
271,12,193163,0.05,0.01,5,3,2,8,115,152,87,0.33,4378,625,0,1,1,0,0,1,1,0,1,0,0,0
272,52,202194,0.0,0.0,63,3,6,63,284,450,17,0.3,1285,257,0,1,1,0,0,0,0,0,0,1,0,0
273,38,67825,0.06,0.01,63,1,7,73,306,439,102,0.96,7920,1131,1,1,0,0,0,1,1,1,0,1,0,0
274,28,238614,0.03,0.02,86,1,7,70,89,116,200,0.53,1632,408,0,1,1,0,0,1,0,0,0,1,0,0
275,13,233883,0.01,0.03,111,1,7,1,281,102,49,0.42,3438,859,1,1,0,0,0,0,1,0,1,0,0,0
276,50,101598,0.05,0.01,84,0,2,76,418,74,183,0.07,5356,892,0,1,0,1,0,1,0,1,0,0,0,1
277,27,101592,0.07,0.02,71,2,5,11,171,19,33,0.99,4595,919,1,1,1,0,0,0,1,0,1,0,0,0
278,33,32380,0.02,0.01,45,2,2,93,284,385,147,0.88,5521,690,0,1,1,0,0,1,1,0,1,0,1,0
279,71,123199,0.03,0.03,75,2,4,41,18,213,49,0.77,2475,495,0,1,0,1,0,0,1,1,0,1,0,0
280,44,25450,0.05,0.01,117,3,6,98,473,234,213,0.13,4020,1005,0,1,0,1,0,0,1,1,0,1,0,0
281,62,208239,0.05,0.02,91,2,0,20,379,313,124,0.0,4147,414,0,1,1,0,0,1,1,1,0,0,0,0
282,12,243526,0.07,0.03,64,0,3,52,406,165,58,0.17,2740,685,0,1,0,1,0,1,1,0,1,0,0,1
283,34,212470,0.07,0.01,80,1,6,70,355,498,201,0.13,2879,479,1,1,0,1,0,1,1,1,0,0,0,0
284,35,30403,0.04,0.02,7,0,6,91,438,111,27,0.11,1094,273,0,1,1,0,0,1,0,0,1,0,0,0
285,20,68441,0.07,0.0,90,3,5,34,10,259,80,0.81,1278,426,0,1,1,0,0,1,1,0,0,0,0,0
286,71,134180,0.06,0.02,77,1,6,95,337,290,22,0.22,5713,816,0,0,1,0,0,0,1,0,1,0,0,0
287,71,56306,0.06,0.02,115,1,0,18,356,257,3,0.59,5349,891,0,1,1,0,0,1,1,1,0,1,0,0
288,70,108070,0.06,0.02,58,2,7,62,45,222,249,0.19,1272,636,1,1,0,0,0,0,1,0,1,0,0,1
289,37,44656,0.04,0.02,29,0,2,62,190,424,48,0.79,4313,862,1,1,1,0,0,0,1,1,0,1,0,0
290,66,48834,0.07,0.0,53,3,6,67,498,57,32,0.11,2655,663,0,1,1,0,0,1,1,1,1,0,0,0
291,24,63295,0.0,0.02,20,1,3,22,83,14,179,0.23,4300,716,1,1,0,0,0,0,1,1,1,0,0,0
292,32,118147,0.05,0.02,89,2,5,6,448,125,117,0.45,1003,334,1,0,1,0,0,1,1,1,0,0,0,0
293,61,137795,0.0,0.03,38,2,7,83,109,154,121,0.5,4680,780,0,1,1,0,0,1,0,0,0,0,0,0
294,28,158098,0.02,0.0,101,0,2,77,204,385,148,0.95,6356,908,1,1,0,0,1,1,1,1,1,0,0,0
295,43,107068,0.06,0.01,25,2,7,87,483,60,106,0.57,1617,404,0,1,1,0,0,1,0,1,1,0,0,0
296,26,112354,0.06,0.03,104,1,4,52,163,343,81,0.83,1762,587,1,1,0,0,0,1,0,1,0,0,0,0
297,32,41447,0.0,0.03,84,0,1,42,460,126,61,0.63,2096,419,1,1,1,0,0,1,1,0,1,0,0,0
298,78,102226,0.01,0.0,15,1,1,68,117,3,209,0.07,2386,1193,0,1,1,0,0,0,0,0,0,1,0,0
299,48,106516,0.01,0.01,107,0,7,1,441,401,20,0.68,3720,620,0,1,0,1,0,0,0,0,0,0,0,0
300,30,141509,0.01,0.03,96,0,0,15,484,229,88,0.12,5365,670,1,1,1,0,0,0,1,0,0,1,0,0
301,72,50925,0.02,0.02,39,1,4,97,360,95,229,0.17,5516,1103,0,1,1,0,0,1,1,1,0,1,0,0
302,74,140986,0.02,0.01,33,0,5,31,138,66,79,0.53,6596,942,0,1,0,0,0,0,0,1,0,1,0,0
303,34,92719,0.01,0.0,92,2,0,83,456,146,206,0.83,2659,886,0,1,0,1,0,1,1,0,0,0,0,0
304,17,229036,0.0,0.02,2,0,0,94,126,213,83,0.75,2686,895,0,1,0,0,0,0,0,1,0,0,0,0
305,14,144056,0.06,0.03,2,3,0,76,73,48,73,0.91,4120,686,1,1,0,0,0,0,0,1,0,1,0,0
306,35,108722,0.03,0.03,105,2,4,68,150,315,34,0.31,7253,906,0,1,1,0,0,1,1,0,1,0,0,0
307,24,44851,0.0,0.02,36,0,5,38,69,237,45,0.18,2098,1049,1,1,0,0,0,0,1,0,1,0,0,0
308,31,72866,0.01,0.01,25,2,5,77,381,417,236,0.13,6572,821,0,1,1,0,0,1,0,0,0,0,0,0
309,16,168845,0.03,0.02,10,0,7,0,413,267,78,0.46,3833,547,0,1,0,0,0,0,0,0,0,1,0,0
310,14,160734,0.03,0.02,79,0,0,51,402,306,202,0.92,5542,923,0,1,0,0,0,1,0,1,1,0,0,0
311,22,248678,0.06,0.0,59,3,6,7,39,187,188,0.72,4203,700,1,1,0,0,1,1,0,1,1,0,0,0
312,60,7046,0.06,0.0,12,0,7,47,149,61,205,0.52,4102,1025,0,1,1,0,0,1,1,0,1,0,0,0
313,76,25438,0.0,0.02,59,2,0,91,19,403,84,0.07,1113,556,0,1,0,0,0,0,1,0,0,1,0,0
314,36,148997,0.0,0.01,75,2,1,60,85,94,8,0.84,4279,1069,0,1,0,0,1,1,0,1,0,0,0,0
315,33,5169,0.01,0.02,104,0,7,65,366,221,33,0.99,3054,610,1,1,0,0,0,0,0,1,1,0,0,0
316,51,63406,0.02,0.03,21,0,5,94,182,334,96,0.72,1737,579,0,1,1,0,0,0,1,0,1,0,1,0
317,25,114403,0.07,0.0,56,2,6,72,377,54,72,0.54,2792,930,1,1,0,0,0,1,1,1,1,0,0,0
318,17,248056,0.0,0.03,20,3,4,81,88,312,61,0.8,1124,562,0,1,1,0,0,1,1,1,1,0,1,0
319,13,99949,0.05,0.02,15,1,2,60,499,374,155,0.4,1613,322,0,1,0,0,0,1,0,0,0,1,1,0
320,37,200404,0.05,0.03,73,1,7,16,152,490,85,0.05,5487,783,1,1,0,0,0,1,0,1,1,0,0,0
321,28,190018,0.04,0.01,55,0,5,36,482,122,234,0.73,598,598,1,1,0,0,0,1,1,1,0,0,0,0
322,37,182107,0.06,0.03,23,0,5,27,98,27,5,0.66,2933,488,1,1,0,1,0,1,1,0,1,0,0,0
323,29,37972,0.07,0.02,12,2,3,6,442,300,36,0.03,5230,653,1,1,0,0,1,1,1,1,0,0,0,0
324,56,53325,0.06,0.01,10,0,7,63,490,99,160,0.29,6441,920,0,1,1,0,0,1,1,1,0,0,0,0
325,20,87760,0.04,0.01,70,0,3,26,244,214,242,0.77,870,870,1,1,0,0,0,1,1,0,0,1,0,0
326,56,34452,0.0,0.0,47,2,0,73,487,315,235,0.91,662,662,0,1,0,1,0,0,0,0,0,0,0,0
327,22,154372,0.04,0.01,105,0,3,38,375,478,51,0.28,4590,918,0,1,0,1,0,0,1,0,1,0,0,0
328,71,76799,0.06,0.0,52,0,0,22,84,246,128,0.35,3082,616,0,1,1,0,0,1,1,1,0,1,0,0
329,32,20954,0.0,0.01,28,0,0,38,233,137,186,0.86,5239,654,1,1,0,1,0,0,1,0,1,0,0,0
330,63,19006,0.02,0.02,118,0,6,16,41,81,223,0.29,1202,1202,0,1,0,1,0,1,1,0,0,1,0,0
331,61,215669,0.01,0.03,0,3,6,60,90,187,139,0.13,1725,345,1,1,0,0,0,0,1,1,0,0,0,0
332,14,171567,0.05,0.01,26,2,5,9,263,67,121,0.7,6489,721,0,1,1,0,0,0,1,1,0,1,0,0
333,25,51141,0.02,0.02,61,0,6,55,270,404,244,0.97,2177,725,0,1,1,0,0,1,1,0,1,0,0,0
334,12,163140,0.07,0.01,96,3,4,59,238,86,112,0.02,5346,1069,1,1,1,0,0,1,1,1,1,0,0,1
335,76,151908,0.07,0.03,52,3,0,2,108,429,68,0.49,931,465,0,1,0,0,0,0,1,1,1,0,0,0
336,47,26859,0.05,0.01,80,2,3,19,35,185,49,0.78,4147,691,0,1,1,0,0,0,1,1,1,0,0,0
337,54,223221,0.03,0.0,88,1,4,81,352,212,200,0.82,7304,811,0,1,0,1,0,1,0,0,1,0,0,0
338,19,232212,0.03,0.03,113,0,4,25,372,183,174,0.44,1293,1293,1,1,1,0,0,1,1,0,1,0,0,0
339,12,59675,0.0,0.03,46,2,5,68,64,95,181,0.87,488,244,1,1,0,0,1,0,1,1,0,0,0,0
340,63,69223,0.03,0.0,2,1,2,64,373,280,140,0.46,3153,630,0,1,1,0,0,1,0,1,0,1,1,0
341,61,99750,0.06,0.01,30,3,7,97,331,229,88,0.82,1430,357,1,1,0,0,1,0,0,1,1,0,0,0
342,20,249036,0.01,0.02,4,1,0,95,161,256,107,0.11,2766,922,0,1,1,0,0,0,1,1,0,1,0,0
343,37,35889,0.04,0.0,72,0,6,19,286,38,68,0.95,2314,1157,1,1,1,0,0,0,1,1,0,0,0,0
344,21,207230,0.06,0.01,13,2,6,2,112,374,2,0.39,4489,897,1,1,1,0,0,1,1,0,1,0,0,0
345,28,203809,0.05,0.02,24,1,3,12,261,100,69,0.6,3149,629,0,1,1,0,0,1,1,0,1,0,0,0
346,68,67051,0.04,0.03,110,2,0,64,107,416,103,0.2,2338,779,0,1,1,0,0,0,1,1,1,0,0,0
347,70,82924,0.06,0.0,106,3,6,49,83,434,75,0.25,7417,927,0,1,1,0,0,1,1,0,0,1,0,1
348,26,42874,0.03,0.0,118,2,1,35,223,463,176,0.41,1543,308,1,1,1,0,0,0,1,0,0,1,0,0
349,34,198250,0.01,0.03,12,2,0,88,86,12,76,0.93,3645,520,0,1,0,0,0,0,0,1,0,1,0,0
350,31,94250,0.07,0.03,114,2,4,84,71,248,87,0.03,2768,692,0,1,1,0,0,1,1,1,0,0,0,1
351,25,32714,0.03,0.01,114,0,7,66,499,290,58,0.16,5067,844,0,1,0,0,0,0,1,1,1,0,0,0
352,53,125957,0.03,0.0,112,3,1,95,269,286,148,0.29,1217,1217,0,1,1,0,0,0,1,0,1,0,0,0
353,35,9018,0.06,0.0,38,0,6,84,248,280,175,0.21,5753,719,0,1,1,0,0,1,1,0,1,0,1,0
354,44,116744,0.05,0.03,51,3,1,28,92,451,10,0.78,6160,684,1,1,1,0,0,0,1,1,0,0,0,0
355,38,205574,0.06,0.02,19,3,5,43,486,397,244,0.74,4880,976,0,1,0,0,0,0,1,0,1,0,1,0
356,70,91393,0.01,0.03,102,1,0,87,216,464,120,0.18,4422,737,0,1,1,0,0,1,1,1,1,0,0,0
357,60,80414,0.0,0.01,13,1,2,11,355,110,228,0.64,754,754,0,1,1,0,0,0,1,1,1,0,0,0
358,47,226643,0.04,0.03,76,1,7,71,203,486,133,0.6,3807,761,0,1,0,1,0,0,1,0,1,0,0,0
359,30,215252,0.07,0.01,79,3,4,62,53,11,228,0.86,1287,1287,1,1,1,0,0,1,0,1,0,0,0,0
360,75,175287,0.03,0.0,96,1,3,5,386,197,237,0.4,3687,1229,1,1,1,0,0,0,1,1,0,0,0,0
361,31,107970,0.05,0.01,48,3,4,42,482,289,51,0.96,4227,845,0,1,0,0,1,0,1,0,0,1,0,0
362,12,175311,0.06,0.01,91,1,0,21,292,360,246,0.51,6356,1059,1,1,1,0,0,1,0,1,1,0,0,0
363,70,159179,0.04,0.0,94,3,3,12,340,262,142,0.5,2484,828,0,1,0,0,0,1,1,0,1,0,0,0
364,25,248783,0.02,0.02,48,0,2,14,391,453,205,0.14,3829,765,1,1,0,1,0,1,0,1,0,0,0,0
365,34,92719,0.01,0.0,92,2,0,83,456,146,206,0.83,655,655,0,1,0,1,0,1,1,0,0,0,0,0
366,30,187893,0.06,0.03,83,1,4,38,177,33,61,0.3,3296,549,1,1,1,0,0,0,1,1,0,1,0,0
367,22,72421,0.04,0.02,42,3,1,54,108,469,78,0.46,3096,1032,0,1,1,0,0,0,1,0,0,1,0,0
368,35,210421,0.07,0.03,7,3,4,50,140,286,210,0.42,3903,650,1,1,0,0,0,0,1,1,0,1,0,0
369,17,104778,0.03,0.02,54,2,6,94,453,377,92,0.93,673,224,0,1,0,0,0,0,1,1,1,0,0,0
370,37,195023,0.02,0.03,117,2,3,95,156,328,61,0.63,2475,618,1,1,1,0,0,1,1,1,0,1,0,0
371,56,189455,0.04,0.01,113,2,3,20,445,353,100,0.69,4952,990,0,1,0,0,0,1,1,1,1,0,1,0
372,74,69886,0.04,0.02,74,1,0,0,473,482,223,0.73,2415,402,0,1,0,1,0,1,1,1,0,0,0,1
373,20,166063,0.03,0.02,11,2,2,8,214,254,51,0.73,5778,963,0,1,1,0,0,0,1,1,1,0,0,0
374,28,53013,0.01,0.01,78,2,1,72,305,189,16,0.43,6666,606,1,1,0,1,0,1,1,1,0,1,0,0
375,18,43207,0.04,0.0,67,0,6,8,438,369,86,0.69,3054,763,1,1,0,0,0,1,1,0,0,0,1,0
376,34,203703,0.07,0.03,3,1,2,26,450,112,221,0.29,5139,734,1,1,0,0,1,0,1,1,0,0,0,0
377,45,8789,0.01,0.01,78,3,5,19,385,140,32,0.35,4603,767,0,1,1,0,0,0,0,1,0,0,0,0
378,15,94585,0.02,0.01,96,2,6,35,244,376,79,0.21,3508,701,1,1,0,0,0,0,1,0,0,1,0,0
379,31,7445,0.04,0.01,104,0,6,73,485,351,87,0.66,4160,832,1,1,1,0,0,0,0,1,1,0,0,1
380,19,80970,0.01,0.01,30,2,3,84,185,102,133,0.7,1693,564,0,1,0,1,0,1,1,0,1,0,0,1
381,64,3091,0.03,0.02,56,0,7,42,457,14,215,0.99,2566,641,0,1,0,1,0,0,1,0,0,0,0,0
382,18,175950,0.04,0.01,48,1,1,42,485,399,70,0.67,3186,637,0,1,1,0,0,0,1,1,1,0,0,0
383,25,83060,0.04,0.0,16,0,1,14,48,140,80,0.76,2881,576,1,1,0,0,0,1,1,1,0,0,0,0
384,62,123499,0.03,0.01,70,3,3,24,249,291,63,0.58,3915,652,0,1,0,0,1,0,1,1,0,1,0,0
385,76,64820,0.07,0.01,116,0,6,80,491,340,81,0.45,5546,924,0,1,0,0,0,1,1,0,0,1,0,0
386,24,242569,0.06,0.03,42,0,7,75,281,163,190,0.06,1256,1256,1,1,0,0,0,0,1,1,1,0,0,0
387,49,226731,0.07,0.01,28,2,4,84,313,88,202,0.78,2061,687,0,1,1,0,0,1,1,1,0,1,0,1
388,44,3766,0.01,0.03,66,2,4,87,10,48,177,0.32,2620,327,0,1,1,0,0,1,0,0,1,0,0,0
389,52,79556,0.06,0.01,88,0,5,76,335,319,228,0.87,2767,691,1,1,1,0,0,1,1,0,1,0,0,0
390,64,68364,0.06,0.02,43,1,1,51,394,266,59,0.79,3432,858,0,1,0,0,0,0,1,1,0,1,0,0
391,54,232435,0.03,0.03,61,3,7,25,488,269,168,0.22,3723,744,0,1,0,0,0,0,1,0,1,0,0,0
392,45,162471,0.01,0.01,12,2,1,57,391,330,130,0.67,1110,1110,0,1,1,0,0,1,1,0,1,0,0,0
393,27,50783,0.07,0.0,117,2,4,67,149,335,75,0.58,3496,874,1,1,0,0,0,0,1,0,0,1,0,0
394,17,196818,0.01,0.0,86,2,3,30,76,121,62,0.06,2475,495,1,1,1,0,0,1,1,1,0,1,0,0
395,53,103752,0.02,0.0,25,3,1,4,484,51,191,0.19,1106,553,0,1,0,1,0,1,0,1,0,1,0,0
396,16,93335,0.01,0.03,119,0,5,44,160,466,183,0.68,2465,821,0,1,0,0,0,1,1,0,1,0,0,0
397,51,163110,0.07,0.01,88,2,2,79,84,369,204,0.83,2747,686,1,1,1,0,0,0,0,0,1,0,0,0
398,37,27979,0.0,0.03,73,0,2,87,361,167,169,0.78,3828,957,0,1,1,0,0,0,1,0,0,1,0,0
399,50,89427,0.06,0.01,88,2,6,15,364,300,49,0.57,6282,785,0,1,0,1,0,1,1,0,0,0,0,0
400,59,112561,0.05,0.03,15,3,1,58,37,264,127,0.38,4324,864,0,1,0,0,0,1,1,0,0,0,0,0
401,40,87960,0.03,0.01,55,2,6,88,411,359,59,0.34,3484,871,0,1,1,0,0,0,1,0,1,0,0,0
402,53,26753,0.06,0.01,58,2,2,34,224,197,201,0.46,727,727,0,1,0,1,0,1,1,0,0,0,0,0
403,14,51870,0.0,0.0,36,2,6,44,491,489,49,0.12,2077,692,1,1,0,0,0,1,1,0,1,0,0,0
404,15,239499,0.01,0.02,73,1,5,30,346,180,196,0.69,5943,849,1,1,0,0,0,0,1,0,1,0,0,0
405,27,108740,0.06,0.0,55,2,7,41,351,201,62,0.45,2529,421,0,1,1,0,0,0,1,0,0,0,0,0
406,61,232792,0.04,0.03,93,2,5,36,150,115,7,0.71,4116,823,0,1,1,0,0,0,1,0,0,1,0,0
407,32,116527,0.03,0.01,116,2,3,92,224,421,166,0.07,4238,605,0,1,0,0,0,0,1,1,0,1,0,0
408,26,41553,0.06,0.03,106,0,2,27,271,114,159,0.94,3595,599,0,1,1,0,0,1,1,1,0,1,0,0
409,74,173651,0.01,0.03,85,0,2,97,419,329,88,0.78,8903,989,0,1,0,1,0,1,1,1,0,1,0,0
410,20,229271,0.05,0.01,8,1,2,3,195,130,206,0.59,5174,862,0,1,1,0,0,1,1,1,0,0,0,1
411,17,209418,0.05,0.01,61,1,7,98,120,402,236,0.89,1119,223,0,1,0,1,0,1,1,1,0,1,0,0
412,15,239499,0.01,0.02,73,1,5,30,346,180,196,0.69,4314,616,1,1,0,0,0,0,1,0,1,0,0,0
413,50,179026,0.06,0.01,29,2,1,52,168,436,213,0.13,3769,942,1,1,1,0,0,0,1,1,0,0,0,0
414,23,76569,0.07,0.0,58,0,3,79,262,384,154,0.59,5872,978,1,1,0,0,0,1,1,1,0,0,0,0
415,21,41230,0.06,0.01,29,2,2,6,92,95,216,0.92,371,371,0,1,1,0,0,0,1,0,1,0,0,0
416,32,12615,0.05,0.03,49,2,4,0,318,258,246,0.36,814,407,0,1,1,0,0,1,1,0,1,0,0,0
417,62,141198,0.06,0.01,77,0,7,1,259,42,25,0.16,4236,706,0,1,1,0,0,1,1,1,1,0,0,0
418,17,181908,0.07,0.02,38,2,2,64,430,383,188,0.09,3352,558,1,1,1,0,0,0,1,1,0,1,0,0
419,69,155775,0.06,0.02,56,2,3,94,190,374,238,0.85,5294,529,0,1,0,0,0,1,1,0,1,0,0,0
420,12,243080,0.0,0.03,47,2,4,51,175,495,70,0.6,639,639,1,1,1,0,0,0,1,1,1,0,0,0
421,54,98518,0.07,0.0,3,0,2,79,447,205,221,0.43,3134,1044,0,1,0,1,0,0,1,1,0,1,0,0
422,43,125066,0.07,0.01,113,1,6,70,265,166,2,0.05,2588,862,0,1,1,0,0,0,1,0,0,0,0,0
423,19,16887,0.01,0.02,38,3,2,83,483,47,199,0.93,2353,784,0,1,1,0,0,1,1,0,0,0,0,0
424,50,221350,0.04,0.01,71,3,0,64,317,426,178,0.36,4135,689,1,1,1,0,0,1,0,0,0,0,0,0
425,48,125259,0.07,0.02,53,3,0,90,227,34,88,0.64,4371,1092,0,1,0,0,0,0,1,1,0,0,0,0
426,52,248595,0.06,0.02,87,1,1,82,218,418,188,0.72,3082,616,0,1,0,1,0,1,1,0,0,1,0,0
427,51,183750,0.01,0.0,79,1,0,79,270,173,134,0.25,2009,1004,0,1,1,0,0,0,0,0,0,0,0,0
428,70,53348,0.07,0.01,93,1,7,1,438,40,88,0.51,2005,668,0,1,1,0,0,0,1,1,1,0,0,0
429,61,230726,0.03,0.01,103,3,3,21,194,240,67,0.77,2084,694,1,1,0,1,0,0,0,1,0,1,0,0
430,14,77016,0.0,0.02,107,1,7,57,452,277,223,0.06,1271,1271,0,1,1,0,0,0,1,1,0,0,0,0
431,46,897,0.05,0.0,116,3,1,82,202,432,81,0.41,2394,399,1,0,0,0,0,0,0,1,0,0,0,1
432,19,236419,0.04,0.02,112,1,5,33,375,311,235,0.05,5979,854,1,1,0,0,0,1,0,0,0,1,0,0
433,22,129356,0.05,0.01,51,2,0,26,131,342,233,0.76,4858,971,1,1,1,0,0,0,0,1,1,0,0,0
434,34,61674,0.04,0.0,13,2,5,30,399,87,148,0.95,1814,453,0,1,1,0,0,1,1,0,1,0,0,0
435,57,238813,0.0,0.01,38,0,6,55,298,38,186,0.2,5644,940,0,1,1,0,0,1,1,1,1,0,0,0
436,50,130875,0.07,0.0,15,3,6,19,292,113,236,0.9,5589,798,0,1,1,0,0,0,1,1,0,0,0,0
437,59,67797,0.03,0.01,2,1,6,48,69,165,106,0.57,217,217,0,1,1,0,0,1,1,0,1,0,0,0
438,50,184424,0.03,0.0,22,2,3,68,406,261,185,0.78,6984,1164,0,1,1,0,0,0,0,0,0,1,0,0
439,38,146873,0.02,0.02,102,3,0,62,280,5,84,0.4,8689,724,1,1,0,0,0,1,1,1,0,1,0,0
440,40,84720,0.07,0.03,109,2,2,61,462,449,157,0.58,10319,859,0,1,0,0,0,0,0,1,0,1,0,0
