model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,failed_main_inspection,condition
 GLA Class,2016,20999,Semi-Auto,32000,Petrol,205,43.5,2.0,Mercedes,0.0,5
 Polo,2017,9982,Manual,15470,Petrol,20,60.1,1.0,VW,0.0,5
 E Class,2019,36299,Automatic,804,Diesel,145,57.7,2.0,Mercedes,0.0,2
 C Class,2019,21480,Manual,1865,Petrol,145,47.1,1.6,Mercedes,0.0,1
 A Class,2016,17624,Automatic,13183,Diesel,20,68.9,2.1,Mercedes,0.0,1
 A4,2017,14500,Manual,22097,Petrol,125,53.3,1.4,Audi,0.0,5
 C Class,2015,13000,Manual,55944,Diesel,20,68.9,1.6,Mercedes,0.0,1
 C Class,2016,15199,Automatic,37888,Diesel,20,64.2,2.1,Mercedes,0.0,1
 Q5,2016,28698,Automatic,35535,Diesel,235,42.2,3.0,Audi,0.0,2
 1 Series,2012,6795,Manual,60720,Diesel,30,62.8,2.0,BMW,0.0,1
 Polo,2015,9995,Manual,9600,Petrol,20,60.1,1.0,VW,0.0,1
 A3,2016,10490,Manual,35200,Diesel,20,70.6,1.6,Audi,0.0,1
 Passat,2015,11491,Manual,28621,Diesel,20,68.9,2.0,VW,0.0,5
 Golf,2014,11595,Manual,53600,Diesel,20,67.3,2.0,VW,0.0,1
 A Class,2019,21899,Semi-Auto,4225,Petrol,145,53.3,1.3,Mercedes,0.0,1
 SL CLASS,2014,43990,Semi-Auto,36314,Petrol,565,28.5,5.5,Mercedes,1.0,2
 A Class,2017,15691,Manual,16700,Diesel,145,65.7,2.1,Mercedes,0.0,3
 Passat,2016,17499,Semi-Auto,24829,Diesel,145,53.3,2.0,VW,0.0,1
 Up,2017,7182,Manual,21200,Petrol,145,64.2,1.0,VW,0.0,3
 A Class,2016,18995,Semi-Auto,21000,Diesel,20,68.9,2.1,Mercedes,0.0,5
 Passat,2016,14900,Semi-Auto,46617,Diesel,125,57.6,2.0,VW,0.0,3
 Q5,2012,12990,Automatic,72900,Diesel,300,37.6,3.0,Audi,0.0,2
 Q3,2014,12000,Automatic,51838,Diesel,200,47.9,2.0,Audi,0.0,3
 A5,2018,19800,Manual,16665,Petrol,150,47.1,2.0,Audi,0.0,2
 A Class,2016,13999,Manual,47646,Diesel,20,68.9,1.5,Mercedes,1.0,3
 E Class,2019,45799,Automatic,800,Diesel,145,48.7,3.0,Mercedes,0.0,1
 A3,2019,20500,Manual,4424,Diesel,145,51.4,1.6,Audi,0.0,1
 Golf,2016,13990,Semi-Auto,15637,Petrol,30,53.3,1.4,VW,1.0,2
 A1,2020,25790,Automatic,2577,Petrol,145,44.1,1.5,Audi,0.0,4
 GLC Class,2018,38990,Semi-Auto,8510,Petrol,145,34.0,3.0,Mercedes,0.0,4
 Touran,2016,14750,Manual,26800,Diesel,30,64.2,2.0,VW,0.0,4
 A4,2015,13351,Manual,31721,Diesel,0,74.3,2.0,Audi,0.0,5
 CLS Class,2018,54990,Automatic,7440,Petrol,145,32.5,3.0,Mercedes,0.0,2
 Golf,2016,15498,Manual,17989,Diesel,20,67.3,2.0,VW,0.0,2
 GLC Class,2017,26780,Semi-Auto,19645,Diesel,150,56.5,2.1,Mercedes,0.0,4
 Golf,2016,14390,Manual,11120,Petrol,125,44.1,1.4,VW,0.0,2
 A3,2017,13498,Manual,21724,Petrol,150,60.1,1.0,Audi,0.0,4
 Up,2017,6295,Manual,25646,Petrol,145,64.2,1.0,VW,0.0,5
 Scirocco,2015,12217,Manual,24293,Petrol,145,37.2,2.0,VW,0.0,1
 E Class,2020,44995,Semi-Auto,635,Diesel,145,57.7,2.0,Mercedes,0.0,3
 Q5,2016,18890,Manual,34044,Diesel,205,47.9,2.0,Audi,0.0,4
 CLS Class,2011,12995,Automatic,43200,Diesel,200,46.3,3.0,Mercedes,0.0,1
 Touran,2017,15298,Semi-Auto,21284,Diesel,145,65.7,1.6,VW,0.0,2
 3 Series,2013,10298,Manual,48168,Diesel,125,60.1,2.0,BMW,0.0,5
 A1,2017,19250,Manual,21767,Petrol,145,39.8,2.0,Audi,0.0,1
 Up,2016,7000,Manual,37964,Petrol,20,61.4,1.0,VW,0.0,1
 Polo,2017,13600,Semi-Auto,22964,Petrol,20,61.4,1.4,VW,0.0,1
 E Class,2019,24999,Semi-Auto,8339,Diesel,145,72.4,2.0,Mercedes,0.0,2
 Tiguan,2016,22995,Semi-Auto,43335,Petrol,235,38.2,2.0,VW,1.0,3
 GLE Class,2017,31998,Semi-Auto,24181,Diesel,300,39.2,3.0,Mercedes,0.0,2
 E Class,2019,44999,Semi-Auto,4400,Petrol,145,29.7,3.0,Mercedes,0.0,2
 GLA Class,2019,26099,Semi-Auto,5314,Diesel,145,56.5,2.1,Mercedes,0.0,2
 Golf,2017,14750,Semi-Auto,20897,Petrol,30,53.3,1.4,VW,0.0,4
 A5,2019,28020,Automatic,7515,Diesel,145,45.6,2.0,Audi,0.0,1
 C Class,2018,22998,Semi-Auto,14991,Diesel,150,60.1,2.1,Mercedes,0.0,2
 A5,2019,25990,Semi-Auto,1967,Petrol,145,39.8,2.0,Audi,0.0,1
 A Class,2017,12999,Automatic,51284,Diesel,145,70.6,2.1,Mercedes,0.0,2
 A1,2019,22365,Semi-Auto,3019,Petrol,145,40.9,2.0,Audi,0.0,2
 A Class,2014,11699,Automatic,48114,Diesel,20,64.2,2.1,Mercedes,0.0,2
 Passat,2015,13485,Semi-Auto,22268,Diesel,20,68.9,1.6,VW,0.0,1
 Touareg,2015,20990,Automatic,24800,Diesel,235,42.8,3.0,VW,0.0,3
 E Class,2019,28799,Semi-Auto,9788,Diesel,145,58.9,2.0,Mercedes,0.0,3
 A1,2016,10020,Manual,29474,Diesel,0,76.3,1.6,Audi,0.0,1
 A6,2015,21698,Semi-Auto,32887,Diesel,200,45.6,3.0,Audi,0.0,2
 B Class,2018,17990,Automatic,4973,Diesel,145,68.9,2.1,Mercedes,0.0,1
 Q5,2020,35990,Semi-Auto,2647,Diesel,145,38.2,2.0,Audi,0.0,1
 E Class,2018,26490,Semi-Auto,16252,Diesel,145,70.6,2.0,Mercedes,0.0,4
 C Class,2014,13500,Automatic,39527,Diesel,20,64.2,2.1,Mercedes,0.0,3
 Q5,2019,54950,Semi-Auto,7602,Diesel,150,32.5,3.0,Audi,0.0,1
 Q7,2014,24500,Semi-Auto,29801,Diesel,300,39.2,3.0,Audi,0.0,5
 1 Series,2012,6500,Manual,74400,Diesel,30,62.8,2.0,BMW,0.0,1
 Up,2015,9000,Automatic,6538,Petrol,20,62.8,1.0,VW,0.0,1
 A1,2016,15495,Manual,12245,Petrol,30,55.4,1.4,Audi,0.0,1
 Polo,2016,9642,Manual,22124,Petrol,20,60.1,1.2,VW,0.0,4
 Golf,2016,19000,Manual,24108,Petrol,200,39.8,2.0,VW,0.0,1
 Q7,2019,51990,Automatic,9268,Diesel,145,32.8,3.0,Audi,0.0,2
 A3,2016,13000,Automatic,58240,Hybrid,0,176.6,1.4,Audi,0.0,2
 Passat,2016,11995,Manual,71737,Diesel,20,68.9,2.0,VW,1.0,4
 A1,2016,17000,Semi-Auto,5600,Petrol,30,70.6,1.4,Audi,0.0,3
 CLS Class,2016,19749,Semi-Auto,28660,Diesel,125,57.7,2.1,Mercedes,0.0,1
 C Class,2015,16699,Semi-Auto,38400,Diesel,30,64.2,2.1,Mercedes,0.0,3
 Passat,2016,9791,Automatic,78400,Diesel,30,60.1,2.0,VW,0.0,2
 A3,2019,23000,Semi-Auto,10868,Petrol,150,42.2,1.5,Audi,0.0,2
 A3,2017,17888,Manual,24000,Diesel,145,67.3,1.6,Audi,0.0,2
 GLC Class,2018,31950,Semi-Auto,27383,Diesel,145,56.5,2.1,Mercedes,0.0,3
 GLC Class,2016,25299,Semi-Auto,25600,Diesel,125,56.5,2.1,Mercedes,0.0,3
 A1,2018,13995,Semi-Auto,25600,Petrol,150,57.7,1.4,Audi,0.0,4
 Up,2014,5700,Manual,15587,Petrol,20,62.8,1.0,VW,0.0,2
 C Class,2016,14649,Manual,32039,Diesel,20,70.6,1.6,Mercedes,0.0,4
 CL Class,2019,26049,Semi-Auto,11233,Diesel,145,51.4,2.2,Mercedes,0.0,4
 A5,2014,14000,Manual,42768,Diesel,30,60.1,2.0,Audi,0.0,5
 Golf,2016,12995,Automatic,12844,Diesel,20,58.9,1.6,VW,0.0,1
 Tiguan,2017,17490,Manual,29575,Petrol,145,48.7,1.4,VW,0.0,1
 Polo,2017,10498,Manual,9030,Petrol,145,60.1,1.0,VW,0.0,3
 Golf,2015,18995,Manual,18017,Petrol,200,39.8,2.0,VW,0.0,3
 A3,2018,18500,Semi-Auto,15760,Petrol,150,42.2,1.5,Audi,0.0,3
 CL Class,2020,26579,Semi-Auto,800,Petrol,145,44.8,1.3,Mercedes,0.0,1
 Up,2016,6059,Manual,28165,Petrol,20,62.8,1.0,VW,1.0,4
 TT,2020,29000,Semi-Auto,1840,Petrol,150,40.9,2.0,Audi,0.0,5
 Q2,2019,32990,Automatic,5436,Petrol,145,33.2,2.0,Audi,1.0,5
 Polo,2016,7950,Manual,38888,Diesel,0,83.1,1.4,VW,0.0,1
 C Class,2014,14795,Automatic,16333,Petrol,125,52.3,2.0,Mercedes,0.0,5
 X3,2012,10990,Automatic,72000,Diesel,160,50.4,2.0,BMW,0.0,4
 C Class,2017,37199,Semi-Auto,4300,Petrol,145,35.3,3.0,Mercedes,0.0,2
 Q3,2019,37295,Automatic,4225,Petrol,145,32.1,2.0,Audi,0.0,1
 GLA Class,2015,15490,Manual,25582,Diesel,20,64.2,2.1,Mercedes,0.0,2
 GLE Class,2019,44981,Automatic,5996,Diesel,145,36.7,3.0,Mercedes,0.0,1
 Q7,2020,72995,Semi-Auto,2400,Diesel,145,30.1,4.0,Audi,0.0,4
 C Class,2018,22899,Automatic,8899,Petrol,145,46.3,1.5,Mercedes,0.0,4
 Q5,2016,25690,Automatic,28404,Petrol,235,37.7,2.0,Audi,0.0,3
 GLA Class,2017,16500,Manual,35766,Diesel,150,67.3,2.1,Mercedes,0.0,3
 GLA Class,2017,17880,Semi-Auto,16015,Diesel,125,56.6,2.1,Mercedes,0.0,3
 GLA Class,2017,23599,Semi-Auto,4807,Diesel,145,56.5,2.1,Mercedes,0.0,3
 Q3,2014,11698,Manual,52767,Diesel,160,49.6,2.0,Audi,0.0,2
 GLE Class,2017,27599,Semi-Auto,41600,Diesel,145,47.9,2.1,Mercedes,0.0,4
 A1,2016,10510,Manual,25530,Petrol,0,67.3,1.0,Audi,0.0,2
 C Class,2016,15699,Semi-Auto,24240,Diesel,20,65.7,2.1,Mercedes,0.0,1
 C Class,2019,25599,Semi-Auto,10899,Petrol,145,46.3,1.5,Mercedes,0.0,1
 GLC Class,2017,25481,Semi-Auto,33600,Diesel,150,56.5,2.1,Mercedes,0.0,2
 C Class,2016,14739,Manual,12531,Petrol,125,53.3,2.0,Mercedes,0.0,3
 Up,2015,6765,Manual,37872,Petrol,20,61.4,1.0,VW,0.0,3
 C Class,2017,24948,Automatic,8477,Diesel,145,65.7,2.1,Mercedes,0.0,3
 1 Series,2013,7995,Manual,61552,Diesel,125,60.1,2.0,BMW,0.0,2
 Q3,2020,33444,Semi-Auto,1523,Petrol,145,31.4,2.0,Audi,0.0,3
 Golf SV,2015,7998,Manual,60174,Diesel,0,72.4,1.6,VW,0.0,1
 CL Class,2019,27149,Semi-Auto,1600,Petrol,145,38.2,2.0,Mercedes,0.0,1
 C Class,2019,31199,Automatic,3873,Petrol,145,46.3,1.5,Mercedes,0.0,1
 Polo,2015,8151,Manual,45134,Diesel,0,83.1,1.4,VW,1.0,4
 1 Series,2012,7000,Manual,54717,Diesel,30,62.8,2.0,BMW,0.0,3
 E Class,2017,20999,Semi-Auto,60524,Diesel,145,65.7,2.0,Mercedes,1.0,5
 A3,2016,14799,Manual,40872,Diesel,20,65.7,2.0,Audi,0.0,3
 GLA Class,2017,17699,Manual,22800,Petrol,145,47.1,1.6,Mercedes,0.0,4
 Q2,2017,20995,Manual,13988,Petrol,125,50.4,1.4,Audi,0.0,4
 A5,2018,31050,Semi-Auto,14136,Petrol,145,36.7,3.0,Audi,0.0,1
 Golf,2014,13600,Manual,43475,Diesel,20,67.3,2.0,VW,1.0,5
 Golf,2017,14998,Manual,21867,Petrol,20,60.1,1.4,VW,0.0,5
 A Class,2018,17249,Semi-Auto,16222,Diesel,145,68.9,2.1,Mercedes,0.0,1
 Golf,2016,12992,Manual,36740,Diesel,20,68.9,2.0,VW,0.0,5
 C Class,2017,17800,Automatic,22433,Petrol,145,50.4,2.0,Mercedes,0.0,4
 A Class,2019,19250,Semi-Auto,11732,Diesel,145,68.9,1.5,Mercedes,0.0,5
 GLA Class,2020,26890,Semi-Auto,2753,Petrol,145,37.2,1.6,Mercedes,0.0,1
 B Class,2019,23480,Semi-Auto,1598,Diesel,145,55.4,2.0,Mercedes,0.0,4
 Polo,2016,9990,Manual,15813,Petrol,20,60.1,1.2,VW,0.0,1
 E Class,2018,25495,Semi-Auto,15001,Diesel,145,70.6,2.0,Mercedes,0.0,2
 C Class,2019,30849,Semi-Auto,6778,Diesel,145,54.3,2.0,Mercedes,0.0,5
 Polo,2016,10222,Manual,14869,Petrol,20,60.1,1.2,VW,0.0,2
 Golf,2016,10795,Manual,46075,Diesel,20,68.9,2.0,VW,0.0,1
 C Class,2018,28399,Automatic,2750,Petrol,145,44.1,2.0,Mercedes,0.0,2
 E Class,2019,52000,Semi-Auto,3304,Petrol,145,31.7,3.0,Mercedes,0.0,5
 B Class,2017,15999,Semi-Auto,10526,Diesel,150,68.9,2.1,Mercedes,0.0,3
 GLC Class,2020,35980,Semi-Auto,5598,Diesel,145,43.5,2.0,Mercedes,1.0,5
 C Class,2018,47099,Automatic,9200,Petrol,145,31.7,4.0,Mercedes,0.0,1
 A3,2016,11990,Manual,49065,Diesel,20,68.9,2.0,Audi,0.0,3
 Golf,2015,11399,Manual,17045,Diesel,20,68.9,2.0,VW,0.0,1
 E Class,2017,19922,Semi-Auto,26415,Diesel,30,65.7,2.0,Mercedes,0.0,1
 E Class,2019,29966,Automatic,5822,Diesel,145,58.9,2.0,Mercedes,0.0,1
 A5,2019,24491,Manual,7400,Diesel,145,68.9,2.0,Audi,0.0,3
 C Class,2019,30995,Semi-Auto,4799,Diesel,145,57.7,2.0,Mercedes,0.0,2
 Golf,2015,12800,Automatic,8252,Petrol,30,56.5,1.4,VW,0.0,4
 Polo,2015,9298,Manual,27805,Petrol,20,60.1,1.2,VW,1.0,5
 Golf,2014,9689,Manual,26916,Diesel,20,68.9,2.0,VW,0.0,2
 SL CLASS,2019,79799,Automatic,432,Petrol,145,28.0,5.5,Mercedes,0.0,1
 A1,2016,11447,Manual,36145,Diesel,0,76.3,1.6,Audi,1.0,4
 A3,2017,12699,Manual,31016,Diesel,20,67.3,2.0,Audi,0.0,2
 3 Series,2011,7490,Manual,67200,Diesel,125,60.1,2.0,BMW,0.0,1
 Polo,2017,10500,Manual,28800,Petrol,145,60.1,1.2,VW,0.0,1
 CL Class,2016,15000,Semi-Auto,67200,Diesel,20,67.3,2.1,Mercedes,0.0,1
 GLA Class,2016,17991,Semi-Auto,16186,Diesel,125,56.6,2.1,Mercedes,0.0,5
 Tiguan,2016,17417,Automatic,11596,Diesel,160,49.6,2.0,VW,0.0,2
 GLC Class,2019,45106,Semi-Auto,341,Diesel,145,40.4,2.0,Mercedes,0.0,1
 Golf,2017,17498,Manual,28289,Diesel,20,67.3,2.0,VW,1.0,1
 Polo,2013,6191,Manual,86777,Petrol,125,51.4,1.2,VW,1.0,5
 B Class,2019,22590,Manual,40,Petrol,145,44.8,1.3,Mercedes,0.0,2
 TT,2015,15500,Manual,32000,Petrol,160,46.3,2.0,Audi,0.0,1
 Polo,2017,10802,Manual,14591,Petrol,150,60.1,1.2,VW,0.0,3
 Q3,2019,31985,Manual,8,Diesel,145,42.8,2.0,Audi,0.0,3
 Q3,2016,20750,Semi-Auto,28186,Petrol,200,42.2,2.0,Audi,0.0,3
 CLS Class,2015,18499,Automatic,18756,Diesel,125,57.7,2.1,Mercedes,0.0,1
 A5,2017,19495,Semi-Auto,15440,Diesel,20,70.6,2.0,Audi,0.0,3
 GLA Class,2018,31990,Automatic,18858,Petrol,150,38.2,2.0,Mercedes,0.0,1
 A3,2017,19499,Manual,6272,Petrol,30,60.1,1.4,Audi,0.0,1
 E Class,2017,20274,Automatic,36148,Diesel,145,70.6,2.0,Mercedes,0.0,1
 Golf,2015,9500,Manual,18166,Diesel,30,62.8,2.0,VW,0.0,2
 C Class,2019,28499,Semi-Auto,1493,Petrol,145,41.5,2.0,Mercedes,0.0,2
 GLA Class,2017,21599,Semi-Auto,11252,Diesel,145,56.5,2.1,Mercedes,0.0,1
 E Class,2016,16498,Semi-Auto,29678,Diesel,125,56.5,2.1,Mercedes,0.0,4
 Golf SV,2017,13568,Semi-Auto,17215,Petrol,145,54.3,1.4,VW,0.0,1
 C Class,2016,13000,Automatic,42452,Diesel,20,65.7,2.1,Mercedes,0.0,5
 C Class,2019,32999,Semi-Auto,1708,Diesel,145,54.3,2.0,Mercedes,0.0,1
 X3,2011,11940,Automatic,57600,Diesel,165,50.4,2.0,BMW,0.0,1
 Touran,2016,12900,Manual,33225,Diesel,30,64.2,1.6,VW,0.0,1
 Polo,2016,8998,Manual,19059,Petrol,20,60.1,1.2,VW,0.0,5
 C Class,2019,28359,Semi-Auto,4832,Petrol,145,44.1,2.0,Mercedes,0.0,1
 GLC Class,2016,23680,Automatic,23256,Diesel,125,56.5,2.1,Mercedes,0.0,4
 Polo,2016,11995,Manual,26367,Petrol,145,47.0,1.8,VW,0.0,1
 Scirocco,2015,11699,Manual,30753,Diesel,20,55.4,2.0,VW,0.0,5
 Touran,2017,19841,Semi-Auto,16548,Petrol,125,51.4,1.4,VW,0.0,3
 Q5,2019,39215,Semi-Auto,4800,Petrol,145,34.5,2.0,Audi,0.0,3
 A4,2015,16960,Manual,23311,Diesel,160,50.4,2.0,Audi,0.0,1
 Polo,2017,9495,Manual,13355,Petrol,150,60.1,1.0,VW,0.0,5
 Q3,2017,19395,Manual,13197,Diesel,145,61.4,2.0,Audi,0.0,4
 B Class,2019,24950,Automatic,1152,Diesel,145,55.4,2.0,Mercedes,0.0,2
 GLC Class,2019,40991,Automatic,4093,Diesel,145,40.9,2.0,Mercedes,0.0,4
 C Class,2019,19849,Semi-Auto,11150,Petrol,145,46.3,1.5,Mercedes,0.0,4
 Q3,2019,27000,Semi-Auto,4595,Diesel,145,48.7,2.0,Audi,0.0,3
 E Class,2017,19696,Automatic,20801,Diesel,145,65.7,2.0,Mercedes,0.0,3
 GLA Class,2015,17485,Semi-Auto,29169,Diesel,125,55.4,2.1,Mercedes,0.0,1
 Q2,2019,23997,Manual,2516,Diesel,145,46.3,1.6,Audi,0.0,1
 C Class,2020,33509,Semi-Auto,800,Petrol,145,39.2,2.0,Mercedes,0.0,3
 C Class,2019,26680,Semi-Auto,13238,Petrol,145,46.3,1.5,Mercedes,0.0,1
 A3,2016,28995,Semi-Auto,19200,Petrol,300,34.9,2.5,Audi,0.0,1
 A Class,2016,15699,Automatic,34004,Diesel,20,68.9,2.1,Mercedes,0.0,5
 A4,2016,17790,Manual,22632,Diesel,30,67.3,2.0,Audi,0.0,3
 Scirocco,2017,16771,Semi-Auto,17800,Petrol,145,44.1,2.0,VW,0.0,4
 SL CLASS,2016,19995,Automatic,10900,Diesel,30,70.6,2.1,Mercedes,0.0,1
 A3,2016,12832,Manual,51422,Diesel,30,65.7,2.0,Audi,0.0,3
 Sharan,2017,17480,Manual,23502,Diesel,125,56.5,2.0,VW,0.0,4
 Golf,2016,20990,Semi-Auto,14607,Petrol,160,44.1,2.0,VW,0.0,4
 Up,2017,7500,Manual,8440,Petrol,145,64.2,1.0,VW,0.0,1
 3 Series,2013,10995,Manual,21600,Diesel,30,61.4,2.0,BMW,0.0,1
 A Class,2018,17950,Automatic,8398,Diesel,150,65.7,1.5,Mercedes,0.0,1
 Q5,2016,19950,Manual,26138,Diesel,200,47.9,2.0,Audi,0.0,1
 Q3,2020,31990,Manual,1680,Petrol,145,39.8,1.5,Audi,0.0,5
 Golf,2016,10695,Manual,84120,Diesel,20,67.3,2.0,VW,0.0,2
 Up,2017,8450,Manual,17889,Petrol,150,64.2,1.0,VW,1.0,3
 Up,2016,6811,Manual,21879,Petrol,20,64.2,1.0,VW,0.0,1
 Polo,2016,10498,Manual,15776,Petrol,20,60.1,1.2,VW,0.0,4
 C Class,2019,29399,Semi-Auto,6836,Diesel,145,61.4,2.0,Mercedes,0.0,1
 A5,2019,29485,Automatic,8,Petrol,145,40.4,2.0,Audi,0.0,1
 C Class,2017,22980,Semi-Auto,23927,Diesel,125,60.1,2.1,Mercedes,0.0,1
 C Class,2014,15999,Semi-Auto,25018,Petrol,125,52.3,2.0,Mercedes,0.0,4
 Golf,2017,11399,Manual,46367,Diesel,145,61.4,1.6,VW,0.0,1
 A Class,2019,24519,Semi-Auto,1988,Diesel,145,56.5,2.0,Mercedes,0.0,1
 C Class,2019,25499,Semi-Auto,12980,Diesel,145,61.4,2.0,Mercedes,0.0,4
 GLA Class,2017,19602,Semi-Auto,9220,Diesel,30,64.2,2.1,Mercedes,0.0,5
 A Class,2014,11200,Automatic,32548,Diesel,20,68.9,2.1,Mercedes,0.0,1
 CL Class,2019,20599,Manual,3620,Petrol,145,51.4,1.6,Mercedes,0.0,5
 Golf,2017,17999,Semi-Auto,26986,Diesel,125,58.9,2.0,VW,0.0,4
 E Class,2019,32890,Automatic,4645,Diesel,150,57.7,2.0,Mercedes,0.0,4
 A Class,2019,20799,Manual,2479,Petrol,145,28.5,1.3,Mercedes,0.0,2
 C Class,2019,27299,Automatic,110,Petrol,145,45.6,1.5,Mercedes,0.0,5
 Passat,2016,7792,Manual,80000,Diesel,0,76.3,1.6,VW,0.0,1
 A4,2020,47990,Semi-Auto,4000,Diesel,145,39.2,3.0,Audi,0.0,3
 A3,2017,23475,Semi-Auto,22019,Petrol,160,43.5,2.0,Audi,0.0,5
 E Class,2019,42729,Semi-Auto,1367,Hybrid,135,188.3,2.0,Mercedes,0.0,1
 E Class,2016,19802,Semi-Auto,13414,Petrol,160,46.3,2.0,Mercedes,1.0,1
 A6,2016,15744,Manual,27476,Diesel,30,61.4,2.0,Audi,0.0,5
 E Class,2019,48900,Automatic,40,Petrol,145,32.1,3.0,Mercedes,0.0,3
 A Class,2016,12750,Manual,16366,Diesel,0,80.7,1.5,Mercedes,0.0,4
 Golf,2016,12400,Manual,24249,Diesel,0,74.3,1.6,VW,0.0,1
 Polo,2016,6995,Manual,43429,Petrol,20,58.9,1.0,VW,0.0,2
 Tiguan,2015,11582,Semi-Auto,70263,Diesel,200,47.7,2.0,VW,1.0,5
 GLC Class,2017,23248,Automatic,18098,Diesel,125,56.5,2.1,Mercedes,0.0,1
 Q3,2016,15000,Manual,31307,Diesel,30,60.1,2.0,Audi,0.0,2
 A Class,2019,22980,Automatic,10492,Diesel,145,67.3,1.5,Mercedes,0.0,2
 E Class,2019,41550,Automatic,127,Petrol,145,31.7,3.0,Mercedes,0.0,1
 Q3,2019,26990,Manual,1200,Petrol,145,40.9,1.5,Audi,0.0,2
 GLA Class,2019,24049,Semi-Auto,11775,Petrol,145,50.4,1.6,Mercedes,0.0,2
 Golf,2013,7960,Semi-Auto,78570,Diesel,30,62.8,2.0,VW,1.0,3
 Touareg,2016,23495,Semi-Auto,24631,Diesel,235,42.8,3.0,VW,0.0,3
 GLC Class,2019,62299,Semi-Auto,1556,Petrol,145,27.4,4.0,Mercedes,0.0,2
 Q3,2019,32990,Automatic,2194,Petrol,145,32.1,2.0,Audi,0.0,3
 A4,2019,26480,Semi-Auto,4969,Diesel,150,44.8,2.0,Audi,0.0,3
 A3,2013,8300,Manual,79152,Diesel,0,74.3,1.6,Audi,0.0,5
 3 Series,2013,8950,Manual,77046,Diesel,125,60.1,2.0,BMW,0.0,1
 A Class,2016,15000,Manual,24608,Diesel,30,62.8,2.1,Mercedes,0.0,1
 E Class,2011,5740,Manual,92000,Diesel,160,52.3,2.1,Mercedes,0.0,4
 C Class,2018,23498,Semi-Auto,13674,Diesel,145,67.3,2.1,Mercedes,0.0,1
 Golf,2017,13650,Manual,10888,Diesel,145,61.4,1.6,VW,0.0,1
 Golf,2016,14995,Semi-Auto,45346,Diesel,30,62.8,2.0,VW,0.0,1
 A Class,2020,25879,Semi-Auto,981,Petrol,145,53.3,1.3,Mercedes,0.0,1
 A6,2016,19998,Semi-Auto,23253,Diesel,30,61.4,2.0,Audi,0.0,3
 Golf,2016,20495,Manual,14753,Petrol,200,39.8,2.0,VW,0.0,3
 C Class,2014,13100,Semi-Auto,63076,Diesel,30,64.2,2.1,Mercedes,0.0,3
 Q2,2019,31888,Semi-Auto,2784,Petrol,150,33.2,2.0,Audi,0.0,1
 Golf,2016,10699,Manual,28000,Diesel,0,72.4,1.6,VW,1.0,3
 A3,2019,33490,Automatic,4800,Petrol,145,33.2,2.0,Audi,0.0,5
 Golf,2016,9995,Manual,38025,Diesel,0,74.3,1.6,VW,0.0,1
 V Class,2020,52999,Semi-Auto,800,Diesel,145,36.2,2.0,Mercedes,0.0,5
 E Class,2017,24900,Automatic,39900,Diesel,150,70.6,2.0,Mercedes,1.0,4
 Golf,2015,14995,Manual,36000,Diesel,20,67.3,2.0,VW,0.0,2
 Up,2017,8998,Manual,11656,Petrol,145,64.2,1.0,VW,0.0,2
 Tiguan,2016,12149,Manual,30910,Diesel,125,56.5,2.0,VW,0.0,1
 A6,2016,19999,Semi-Auto,12012,Diesel,30,61.4,2.0,Audi,0.0,3
 A5,2013,15900,Semi-Auto,23458,Petrol,160,39.2,2.0,Audi,0.0,1
 GLC Class,2019,32998,Semi-Auto,10264,Diesel,145,44.8,2.0,Mercedes,0.0,4
 Passat,2015,10492,Manual,76000,Diesel,20,67.3,2.0,VW,0.0,5
 C Class,2019,26995,Semi-Auto,9584,Diesel,145,56.5,2.0,Mercedes,0.0,5
 Q2,2017,18495,Manual,15368,Petrol,125,50.4,1.4,Audi,0.0,1
 A1,2017,15995,Manual,13408,Petrol,145,70.6,1.4,Audi,0.0,1
 B Class,2019,21499,Semi-Auto,12096,Petrol,145,45.6,1.3,Mercedes,0.0,1
 C Class,2019,35740,Semi-Auto,16012,Petrol,145,29.7,3.0,Mercedes,0.0,1
 Polo,2017,9990,Manual,8964,Petrol,20,58.9,1.0,VW,0.0,4
 C Class,2016,17999,Semi-Auto,14596,Petrol,125,51.4,2.0,Mercedes,0.0,2
 C Class,2016,35991,Automatic,15120,Petrol,300,34.5,4.0,Mercedes,0.0,2
 GLC Class,2016,22250,Automatic,46219,Diesel,125,56.5,2.1,Mercedes,0.0,3
 GLE Class,2019,71999,Automatic,2163,Petrol,145,23.7,5.5,Mercedes,0.0,1
 Polo,2017,10495,Manual,19803,Petrol,20,60.1,1.2,VW,0.0,1
 Q2,2019,31000,Semi-Auto,1169,Petrol,145,33.2,2.0,Audi,0.0,1
 CL Class,2015,16600,Automatic,15504,Diesel,20,67.3,2.1,Mercedes,0.0,3
 E Class,2016,19552,Semi-Auto,11852,Diesel,125,61.4,2.1,Mercedes,0.0,1
 E Class,2019,24990,Automatic,11926,Diesel,145,72.4,2.0,Mercedes,0.0,2
 Polo,2017,8965,Manual,25102,Petrol,145,60.1,1.0,VW,0.0,1
 GLC Class,2017,28699,Semi-Auto,24050,Diesel,145,56.5,2.1,Mercedes,0.0,2
 E Class,2016,19750,Semi-Auto,23200,Diesel,30,65.7,2.0,Mercedes,0.0,1
 A4,2020,43395,Semi-Auto,6800,Diesel,145,40.4,3.0,Audi,0.0,3
